x,y,site_id,date,water_year,water_day,swe,year,peak_swe,sm50_swe,peak_date,peak_day,peak_met,sm50_day,sm50_date,sm50_met,apr1_swe,ptile_swe,wy_n,elev_ft,latitude,longitude,site_name,sntl_id,d_peak,d_sm50,d_apr1,d_swe,apr1_x,apr1_y,peak_x,peak_y,sm50_x,sm50_y
131.86,102.76,812,2021-03-22,2021,173,27.3,2021,27.6,13.8,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,27.3,0.9,30,5740,45.08,-117.55,Taylor Green,SNTL:812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.57,107.03,815,2021-03-22,2021,173,15.2,2021,16.1,8.05,2021-03-13,164,2021-03-13,173,2021-03-22,TBD,15.2,0.4,30,5690,44.14,-121.64,Three Creeks Meadow,SNTL:815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116.58,108.53,821,2021-03-22,2021,173,13.7,2021,13.9,6.95,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,13.7,0.5666666666666667,30,5150,44.66,-118.43,Tipton,SNTL:821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122.84,100.87,873,2021-03-22,2021,173,15.9,2021,16,8,2021-03-03,154,2021-03-03,173,2021-03-22,TBD,15.9,0.4666666666666667,30,5630,45.07,-118.15,Wolf Creek,SNTL:873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67.42,78,925,2021-03-22,2021,173,10.2,2021,10.2,5.1,2021-03-22,173,TBD,173,2021-03-22,TBD,10.2,NA,13,2690,45.45,-122.03,South Fork Bull Run,SNTL:925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.23,149.72,945,2021-03-22,2021,173,0.2,2021,1.4,0.7,2021-02-23,146,2021-02-23,155,2021-03-04,2021-03-04,0.2,NA,12,4890,42.21,-121.13,Gerber Reservoir,SNTL:945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.41,113.79,1016,2021-03-22,2021,173,9,2021,9.9,4.95,2021-03-15,166,2021-03-15,173,2021-03-22,TBD,9,NA,9,4890,44.79,-116.09,Long Valley,SNTL:1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.97,29.64,1053,2021-03-22,2021,173,0.3,2021,5.3,2.65,2021-03-01,152,2021-03-01,169,2021-03-18,2021-03-18,0.3,NA,7,3520,48.72,-116.46,Myrtle Creek,SNTL:1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.69,45.85,1081,2021-03-22,2021,173,21.5,2021,21.5,10.75,2021-03-22,173,TBD,173,2021-03-22,TBD,21.5,NA,4,4210,47.86,-117.04,Ragged Mountain,SNTL:1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.45,78.45,1142,2021-03-22,2021,173,10.4,2021,10.7,5.35,2021-03-01,152,2021-03-01,173,2021-03-22,TBD,10.4,NA,1,3080,46.5,-115.8,Pierce R.S.,SNTL:1142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134.02,143.18,2029,2021-03-22,2021,173,5.1,2021,7.6,3.8,2021-03-02,153,2021-03-02,173,2021-03-22,TBD,5.1,NA,9,5600,43.29,-116.84,Reynolds Creek,SNTL:2029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.73,138.43,306,2021-03-22,2021,173,23.1,2021,23.1,11.55,2021-03-22,173,TBD,173,2021-03-22,TBD,23.1,0.39285714285714285,28,7580,43.76,-115.24,Atlanta Summit,SNTL:306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.24,126.95,312,2021-03-22,2021,173,21.6,2021,21.6,10.8,2021-03-22,173,TBD,173,2021-03-22,TBD,21.6,0.4,30,7040,44.3,-115.23,Banner Summit,SNTL:312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.39,110.23,319,2021-03-22,2021,173,18.7,2021,18.7,9.35,2021-03-22,173,TBD,173,2021-03-22,TBD,18.7,0.6333333333333333,30,5350,44.95,-116.14,Bear Basin,SNTL:319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180.6,142.81,320,2021-03-22,2021,173,9,2021,9,4.5,2021-03-22,173,TBD,173,2021-03-22,TBD,9,0.2,30,7900,43.74,-113.94,Bear Canyon,SNTL:320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168.66,39.44,323,2021-03-22,2021,173,42.2,2021,42.2,21.1,2021-03-22,173,TBD,173,2021-03-22,TBD,42.2,0.35714285714285715,28,5400,48.31,-116.07,Bear Mountain,SNTL:323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.15,114.66,324,2021-03-22,2021,173,22.2,2021,22.9,11.45,2021-03-15,166,2021-03-15,173,2021-03-22,TBD,22.2,0.4482758620689655,29,6180,44.61,-116.98,Bear Saddle,SNTL:324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156.06,118.12,338,2021-03-22,2021,173,28.6,2021,28.6,14.3,2021-03-22,173,TBD,173,2021-03-22,TBD,28.6,0.4482758620689655,29,6560,44.63,-115.8,Big Creek Summit,SNTL:338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226.58,133.88,347,2021-03-22,2021,173,29.2,2021,29.2,14.6,2021-03-22,173,TBD,173,2021-03-22,TBD,29.2,0.16666666666666666,30,8170,44.51,-111.13,Black Bear,SNTL:347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170.21,175.88,359,2021-03-22,2021,173,15.6,2021,15.6,7.8,2021-03-22,173,TBD,173,2021-03-22,TBD,15.6,0.5333333333333333,30,7500,42.16,-114.19,Bostetter R.S.,SNTL:359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.95,108.35,370,2021-03-22,2021,173,27.6,2021,27.6,13.8,2021-03-22,173,TBD,173,2021-03-22,TBD,27.6,0.6086956521739131,23,6250,45.04,-116.13,Brundage Reservoir,SNTL:370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156.88,148.53,382,2021-03-22,2021,173,11.6,2021,11.9,5.95,2021-03-16,167,2021-03-16,173,2021-03-22,TBD,11.6,NA,18,5710,43.27,-115.35,Camas Creek Divide,SNTL:382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172.94,74.48,411,2021-03-22,2021,173,40.3,2021,40.3,20.15,2021-03-22,173,TBD,173,2021-03-22,TBD,40.3,0.46153846153846156,26,6280,46.76,-115.3,Cool Creek,SNTL:411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156.66,125.8,423,2021-03-22,2021,173,13.5,2021,14.3,7.15,2021-03-13,164,2021-03-13,173,2021-03-22,TBD,13.5,0.4666666666666667,30,5400,44.29,-115.66,Cozy Cove,SNTL:423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.19,133.21,424,2021-03-22,2021,173,8.9,2021,8.9,4.45,2021-03-22,173,TBD,173,2021-03-22,TBD,8.9,0.20689655172413793,29,6900,44.44,-111.99,Crab Creek,SNTL:424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172.21,78.75,425,2021-03-22,2021,173,43,2021,43,21.5,2021-03-22,173,TBD,173,2021-03-22,TBD,43,0.5769230769230769,26,5960,46.56,-115.29,Crater Meadows,SNTL:425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.34,120.59,439,2021-03-22,2021,173,31.6,2021,31.6,15.8,2021-03-22,173,TBD,173,2021-03-22,TBD,31.6,0.35714285714285715,28,6860,44.55,-115.56,Deadwood Summit,SNTL:439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168.79,143.61,450,2021-03-22,2021,173,20.8,2021,20.8,10.4,2021-03-22,173,TBD,173,2021-03-22,TBD,20.8,0.5517241379310345,29,8420,43.6,-114.67,Dollarhide Summit,SNTL:450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.29,70.26,466,2021-03-22,2021,173,35.1,2021,35.1,17.55,2021-03-22,173,TBD,173,2021-03-22,TBD,35.1,0.6071428571428571,28,5690,46.84,-116.12,Elk Butte,SNTL:466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.38,179.02,471,2021-03-22,2021,173,15.4,2021,15.4,7.7,2021-03-22,173,TBD,173,2021-03-22,TBD,15.4,0.19230769230769232,26,7390,42.36,-111.56,Emigrant Summit,SNTL:471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.64,185.59,484,2021-03-22,2021,173,20,2021,20,10,2021-03-22,173,TBD,173,2021-03-22,TBD,20,0.3333333333333333,30,8140,42.05,-111.6,Franklin Basin,SNTL:484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.98,137.63,489,2021-03-22,2021,173,11.4,2021,11.4,5.7,2021-03-22,173,TBD,173,2021-03-22,TBD,11.4,0.2857142857142857,28,7470,43.88,-114.67,Galena,SNTL:489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.33,137.72,490,2021-03-22,2021,173,14.5,2021,14.5,7.25,2021-03-22,173,TBD,173,2021-03-22,TBD,14.5,NA,NA,8780,43.87,-114.71,Galena Summit,SNTL:490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180.22,145.62,492,2021-03-22,2021,173,6.5,2021,6.9,3.45,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,6.5,0.3,30,6560,43.61,-113.93,Garfield R.S.,SNTL:492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.7,178.94,493,2021-03-22,2021,173,6.7,2021,7.5,3.75,2021-03-16,167,2021-03-16,173,2021-03-22,TBD,6.7,0.2413793103448276,29,6930,42.41,-111.17,Giveout,SNTL:493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.1,134.28,496,2021-03-22,2021,173,11.3,2021,12.7,6.35,2021-03-05,156,2021-03-05,173,2021-03-22,TBD,11.3,0.43333333333333335,30,5690,43.95,-115.27,Graham Guard Sta.,SNTL:496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166.86,79.4,520,2021-03-22,2021,173,42.4,2021,42.4,21.2,2021-03-22,173,TBD,173,2021-03-22,TBD,42.4,0.6296296296296297,27,5810,46.48,-115.63,Hemlock Butte,SNTL:520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188.95,138.18,524,2021-03-22,2021,173,8.1,2021,8.1,4.05,2021-03-22,173,TBD,173,2021-03-22,TBD,8.1,0.1,30,8000,44.02,-113.47,Hilts Creek,SNTL:524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179.82,174.16,534,2021-03-22,2021,173,25,2021,25,12.5,2021-03-22,173,TBD,173,2021-03-22,TBD,25,0.5,30,7980,42.32,-113.62,Howell Canyon,SNTL:534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.34,56.75,535,2021-03-22,2021,173,18.2,2021,18.8,9.4,2021-03-10,161,2021-03-10,173,2021-03-22,TBD,18.2,NA,1,4250,47.53,-115.78,Humboldt Gulch,SNTL:535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177.1,142.8,537,2021-03-22,2021,173,8.9,2021,8.9,4.45,2021-03-22,173,TBD,173,2021-03-22,TBD,8.9,0.3333333333333333,30,7620,43.71,-114.16,Hyndman,SNTL:537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222.29,135.17,546,2021-03-22,2021,173,13.1,2021,13.1,6.55,2021-03-22,173,TBD,173,2021-03-22,TBD,13.1,0.4482758620689655,29,6290,44.42,-111.39,Island Park,SNTL:546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158.94,131.61,550,2021-03-22,2021,173,24,2021,24,12,2021-03-22,173,TBD,173,2021-03-22,TBD,24,0.4642857142857143,28,7070,44.05,-115.44,Jackson Peak,SNTL:550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193.25,117.53,576,2021-03-22,2021,173,9.3,2021,9.3,4.65,2021-03-22,173,TBD,173,2021-03-22,TBD,9.3,0.6,30,8100,44.99,-113.44,Lemhi Ridge,SNTL:576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.95,79.37,588,2021-03-22,2021,173,24,2021,24.1,12.05,2021-03-15,166,2021-03-15,173,2021-03-22,TBD,24,0.4444444444444444,27,5240,46.63,-114.58,Lolo Pass,SNTL:588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170.19,58.47,594,2021-03-22,2021,173,22.6,2021,22.6,11.3,2021-03-22,173,TBD,173,2021-03-22,TBD,22.6,0.2222222222222222,27,5190,47.46,-115.7,Lookout,SNTL:594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.71,65.69,600,2021-03-22,2021,173,46.4,2021,46.4,23.2,2021-03-22,173,TBD,173,2021-03-22,TBD,46.4,0.32142857142857145,28,6110,47.08,-115.96,Lost Lake,SNTL:600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176.02,140.15,601,2021-03-22,2021,173,11.9,2021,11.9,5.95,2021-03-22,173,TBD,173,2021-03-22,TBD,11.9,0.20689655172413793,29,7900,43.82,-114.26,Lost-Wood Divide,SNTL:601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168.72,175.15,610,2021-03-22,2021,173,15.9,2021,15.9,7.95,2021-03-22,173,TBD,173,2021-03-22,TBD,15.9,0.43333333333333335,30,6880,42.18,-114.29,Magic Mountain,SNTL:610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192.9,129.62,620,2021-03-22,2021,173,10,2021,10,5,2021-03-22,173,TBD,173,2021-03-22,TBD,10,0.15384615384615385,26,9150,44.44,-113.32,Meadow Lake,SNTL:620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.52,63.25,623,2021-03-22,2021,173,22.3,2021,22.8,11.4,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,22.3,0.55,20,4510,47.15,-116.27,Mica Creek,SNTL:623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175.22,125.58,627,2021-03-22,2021,173,13,2021,13,6.5,2021-03-22,173,TBD,173,2021-03-22,TBD,13,NA,NA,8800,44.47,-114.49,Mill Creek Summit,SNTL:627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191.56,130.04,636,2021-03-22,2021,173,8.8,2021,8.8,4.4,2021-03-22,173,TBD,173,2021-03-22,TBD,8.8,0.5172413793103449,29,7440,44.41,-113.4,Moonshine,SNTL:636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.9,133.44,637,2021-03-22,2021,173,27.9,2021,28.1,14.05,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,27.9,NA,NA,6100,43.93,-115.67,Mores Creek Summit,SNTL:637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188.32,101.59,638,2021-03-22,2021,173,16.8,2021,17,8.5,2021-03-15,166,2021-03-15,173,2021-03-22,TBD,16.8,0.6296296296296297,27,6200,45.67,-113.95,Moose Creek,SNTL:638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180.1,118.35,639,2021-03-22,2021,173,8,2021,8,4,2021-03-22,173,TBD,173,2021-03-22,TBD,8,0.2413793103448276,29,7600,44.84,-114.27,Morgan Creek,SNTL:639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165.24,44.21,645,2021-03-22,2021,173,25.9,2021,25.9,12.95,2021-03-22,173,TBD,173,2021-03-22,TBD,25.9,NA,NA,5260,48.06,-116.23,Mosquito Ridge,SNTL:645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.35,97.17,650,2021-03-22,2021,173,21.8,2021,21.8,10.9,2021-03-22,173,TBD,173,2021-03-22,TBD,21.8,0.7333333333333333,30,6320,45.7,-115.23,Mountain Meadows,SNTL:650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135.09,158.82,654,2021-03-22,2021,173,1.8,2021,4.4,2.2,2021-03-06,157,2021-03-06,172,2021-03-21,2021-03-21,1.8,0.23333333333333334,30,5730,42.6,-116.56,Mud Flat,SNTL:654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.03,179.66,677,2021-03-22,2021,173,5.1,2021,7.8,3.9,2021-03-06,157,2021-03-06,173,2021-03-22,TBD,5.1,0.2857142857142857,28,6740,42.26,-112.13,Oxford Spring,SNTL:677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222.1,153.88,695,2021-03-22,2021,173,16,2021,16,8,2021-03-22,173,TBD,173,2021-03-22,TBD,16,0.6818181818181818,22,6720,43.57,-111.21,Pine Creek Pass,SNTL:695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.56,142.71,704,2021-03-22,2021,173,4.6,2021,7,3.5,2021-03-15,166,2021-03-15,173,2021-03-22,TBD,4.6,0.8333333333333334,24,4800,43.51,-115.57,Prairie,SNTL:704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188.1,101.11,727,2021-03-22,2021,173,22.5,2021,22.5,11.25,2021-03-22,173,TBD,173,2021-03-22,TBD,22.5,0.6,30,7940,45.69,-113.97,Saddle Mtn.,SNTL:727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.54,82.62,735,2021-03-22,2021,173,23.6,2021,23.6,11.8,2021-03-22,173,TBD,173,2021-03-22,TBD,23.6,0.4642857142857143,28,6190,46.47,-114.63,Savage Pass,SNTL:735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160.8,36.41,738,2021-03-22,2021,173,42.4,2021,42.4,21.2,2021-03-22,173,TBD,173,2021-03-22,TBD,42.4,0.41379310344827586,29,6090,48.37,-116.64,Schweitzer Basin,SNTL:738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156.03,105.68,740,2021-03-22,2021,173,27.4,2021,27.4,13.7,2021-03-22,173,TBD,173,2021-03-22,TBD,27.4,0.41379310344827586,29,6540,45.19,-115.97,Secesh Summit,SNTL:740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.66,174.52,741,2021-03-22,2021,173,13.8,2021,13.8,6.9,2021-03-22,173,TBD,173,2021-03-22,TBD,13.8,0.2727272727272727,22,7850,42.52,-111.96,Sedgwick Peak,SNTL:741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165.64,77.16,747,2021-03-22,2021,173,29.9,2021,29.9,14.95,2021-03-22,173,TBD,173,2021-03-22,TBD,29.9,0.7142857142857143,28,4600,46.57,-115.74,Shanghi Summit,SNTL:747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.38,160.4,749,2021-03-22,2021,173,11.9,2021,11.9,5.95,2021-03-22,173,TBD,173,2021-03-22,TBD,11.9,NA,NA,6650,43.21,-111.69,Sheep Mtn.,SNTL:749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158.58,67.25,752,2021-03-22,2021,173,8.7,2021,11.9,5.95,2021-03-01,152,2021-03-01,173,2021-03-22,TBD,8.7,0.5555555555555556,27,3200,46.95,-116.34,Sherwin,SNTL:752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217.18,175.38,761,2021-03-22,2021,173,12.8,2021,13.8,6.9,2021-03-15,166,2021-03-15,173,2021-03-22,TBD,12.8,0.43333333333333335,30,7225,42.56,-111.3,Slug Creek Divide,SNTL:761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165.81,145.68,769,2021-03-22,2021,173,6,2021,8.4,4.2,2021-03-13,164,2021-03-13,173,2021-03-22,TBD,6,0.3333333333333333,24,5740,43.48,-114.83,Soldier R.S.,SNTL:769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217.6,166.84,770,2021-03-22,2021,173,10.2,2021,10.9,5.45,2021-03-05,156,2021-03-05,173,2021-03-22,TBD,10.2,0.36666666666666664,30,6800,42.95,-111.36,Somsen Ranch,SNTL:770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.57,154.25,774,2021-03-22,2021,173,11.8,2021,12.6,6.3,2021-03-15,166,2021-03-15,173,2021-03-22,TBD,11.8,NA,NA,6500,42.76,-116.9,South Mtn.,SNTL:774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.91,113.69,782,2021-03-22,2021,173,16.8,2021,18.2,9.1,2021-03-16,167,2021-03-16,173,2021-03-22,TBD,16.8,0.35714285714285715,28,6240,44.77,-116.25,Squaw Flat,SNTL:782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176.95,139.44,792,2021-03-22,2021,173,5.6,2021,5.6,2.8,2021-03-22,173,TBD,173,2021-03-22,TBD,5.6,0.26666666666666666,30,7430,43.86,-114.21,Stickney Mill,SNTL:792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168.89,56,803,2021-03-22,2021,173,18.3,2021,18.3,9.15,2021-03-22,173,TBD,173,2021-03-22,TBD,18.3,NA,NA,5540,47.56,-115.82,Sunset,SNTL:803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179.69,145.07,805,2021-03-22,2021,173,9,2021,9,4.5,2021-03-22,173,TBD,173,2021-03-22,TBD,9,NA,NA,7640,43.63,-113.97,Swede Peak,SNTL:805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157.09,140.56,830,2021-03-22,2021,173,25.6,2021,25.6,12.8,2021-03-22,173,TBD,173,2021-03-22,TBD,25.6,0.3,30,7770,43.63,-115.44,Trinity Mtn.,SNTL:830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166.88,138.79,845,2021-03-22,2021,173,24.3,2021,24.3,12.15,2021-03-22,173,TBD,173,2021-03-22,TBD,24.3,0.3448275862068966,29,8960,43.8,-114.85,Vienna Mine,SNTL:845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.28,106.67,855,2021-03-22,2021,173,20.7,2021,23.3,11.65,2021-03-13,164,2021-03-13,173,2021-03-22,TBD,20.7,0.5172413793103449,29,5560,45.07,-116.45,West Branch,SNTL:855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222.37,132.76,860,2021-03-22,2021,173,18.5,2021,18.5,9.25,2021-03-22,173,TBD,173,2021-03-22,TBD,18.5,0.1724137931034483,29,7710,44.53,-111.41,White Elephant,SNTL:860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199.4,167.96,867,2021-03-22,2021,173,11.9,2021,11.9,5.95,2021-03-22,173,TBD,173,2021-03-22,TBD,11.9,0.38461538461538464,26,6490,42.76,-112.48,Wildhorse Divide,SNTL:867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156.83,176.57,871,2021-03-22,2021,173,12.2,2021,12.2,6.1,2021-03-22,173,TBD,173,2021-03-22,TBD,12.2,0.4,20,7120,42.01,-115,Wilson Creek,SNTL:871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173.35,140.74,895,2021-03-22,2021,173,9.6,2021,9.6,4.8,2021-03-22,173,TBD,173,2021-03-22,TBD,9.6,NA,17,6310,43.77,-114.42,Chocolate Gulch,SNTL:895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186.65,119.38,915,2021-03-22,2021,173,8.7,2021,8.7,4.35,2021-03-22,173,TBD,173,2021-03-22,TBD,8.7,NA,15,8630,44.85,-113.84,Schwartz Lake,SNTL:915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.25,143.34,926,2021-03-22,2021,173,9.7,2021,9.7,4.85,2021-03-22,173,TBD,173,2021-03-22,TBD,9.7,NA,9,9520,43.73,-113.83,Smiley Mountain,SNTL:926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147.56,135.66,978,2021-03-22,2021,173,24.7,2021,24.7,12.35,2021-03-22,173,TBD,173,2021-03-22,TBD,24.7,NA,11,6340,43.76,-116.1,Bogus Basin,SNTL:978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.75,121.68,979,2021-03-22,2021,173,5.3,2021,8.3,4.15,2021-03-06,157,2021-03-06,173,2021-03-22,TBD,5.3,NA,9,4920,44.38,-116.34,Van Wyck,SNTL:979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161.51,25.14,988,2021-03-22,2021,173,29.7,2021,29.7,14.85,2021-03-22,173,TBD,173,2021-03-22,TBD,29.7,NA,10,5040,48.89,-116.76,Hidden Lake,SNTL:988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.49,68.56,989,2021-03-22,2021,173,21,2021,21.2,10.6,2021-03-15,166,2021-03-15,173,2021-03-22,TBD,21,NA,10,4700,46.81,-116.85,Moscow Mountain,SNTL:989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.78,205.54,1006,2021-03-22,2021,173,12.1,2021,12.1,6.05,2021-03-22,173,TBD,173,2021-03-22,TBD,12.1,NA,10,7370,40.36,-116.86,Lewis Peak,SNTL:1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121.1,297.78,1110,2021-03-22,2021,173,0.4,2021,3.1,1.55,2021-02-03,126,2021-02-03,148,2021-02-25,2021-02-25,0.4,NA,2,7860,36.25,-115.63,Rainbow Canyon,SNTL:1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120.22,296.03,1111,2021-03-22,2021,173,3.2,2021,3.7,1.85,2021-03-18,169,2021-03-18,173,2021-03-22,TBD,3.2,NA,2,8890,36.32,-115.7,Bristlecone Trail,SNTL:1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120.52,296.31,1112,2021-03-22,2021,173,4.6,2021,4.6,2.3,2021-03-22,173,TBD,173,2021-03-22,TBD,4.6,NA,2,8626,36.31,-115.68,Lee Canyon,SNTL:1112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132.58,186.87,1136,2021-03-22,2021,173,13.9,2021,13.9,6.95,2021-03-22,173,TBD,173,2021-03-22,TBD,13.9,NA,1,7690,41.32,-116.34,Toe Jam,SNTL:1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.75,228.08,1137,2021-03-22,2021,173,7.5,2021,7.6,3.8,2021-03-17,168,2021-03-17,173,2021-03-22,TBD,7.5,NA,NA,7890,39.45,-115.98,Vacarro Springs,SNTL:1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.14,243.08,1147,2021-03-22,2021,173,10,2021,10,5,2021-03-22,173,TBD,173,2021-03-22,TBD,10,NA,NA,10060,39.01,-114.31,Wheeler Peak,SNTL:1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.22,230.25,1150,2021-03-22,2021,173,6.5,2021,6.5,3.25,2021-03-22,173,TBD,173,2021-03-22,TBD,6.5,NA,NA,7775,39.56,-114.63,Kalamazoo,SNTL:1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.85,238.9,1152,2021-03-22,2021,173,9.1,2021,9.1,4.55,2021-03-22,173,TBD,173,2021-03-22,TBD,9.1,NA,NA,10578,39.16,-114.61,Cave Mountain,SNTL:1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.47,232.33,1155,2021-03-22,2021,173,1,2021,2.9,1.45,2021-03-02,153,2021-03-02,159,2021-03-08,2021-03-08,1,NA,NA,7537,39.46,-114.65,Bird Creek,SNTL:1155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91.47,173.52,1194,2021-03-22,2021,173,11.1,2021,11.1,5.55,2021-03-22,173,TBD,173,2021-03-22,TBD,11.1,NA,NA,7615,41.49,-119,Summit Lk,SNTL:1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110.64,191.81,1195,2021-03-22,2021,173,6,2021,7.6,3.8,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,6,NA,NA,6616,40.88,-117.59,Golconda,SNTL:1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.77,176.33,1207,2021-03-22,2021,173,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6915,41.89,-115.86,Merritt Mountain,SNTL:1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
