"x","y","site_id","water_year","diff_peak","diff_sm50","perd_peak","perd_sm50","perpast_peak","perpast_sm50","anom_peak","anom_sm50"
98.19,9.72,990,2020,-0.100000000000001,-2.63157894736841,-0.250000000000004,-1.0936132983377,99.75,98.9063867016623,-0.00848833772606246,-0.223725901349593
139.86,78.8,985,2020,-1.475,-4.05000000000001,-47.9674796747967,-3.16282702069505,52.0325203252032,96.837172979305,-0.482774187470253,-0.104579816162843
137.37,79.56,984,2020,0.655000000000001,12.2,4.10787080589527,6.04558969276511,104.107870805895,106.045589692765,0.0977016742889298,0.507425379436918
103.19,17.96,975,2020,3.925,7.05000000000001,20.794701986755,3.43986338131252,120.794701986755,103.439863381313,0.615532594262846,0.448296662412626
78.02,45.23,942,2020,3.53,4.59999999999999,16.2149747358751,2.1062271062271,116.214974735875,102.106227106227,0.304646439193062,0.169082527821629
66.72,23.38,943,2020,1.165,6.84999999999999,11.6093672147484,3.54646647683148,111.609367214748,103.546466476831,0.23513695741005,0.153363389873855
62.21,20.48,974,2020,2.15499999999999,3.65000000000001,5.17469083923639,1.53136144325572,105.174690839236,101.531361443256,0.143368009328994,0.125153095649477
83.22,46,928,2020,-1.335,-21.45,-28.8025889967638,-14.6466370775008,71.1974110032362,85.3533629224992,-0.408115888076469,-0.627732869491164
77.24,47.48,941,2020,-0.575,17.3,-13.7724550898204,12.2956645344705,86.2275449101796,112.295664534471,-0.220487502402588,0.438793613415393
88.02,11.14,910,2020,5.94,3.75,15.7309322033898,1.70261066969353,115.73093220339,101.702610669694,0.366231826401038,0.1374439989603
84.4,41.18,911,2020,-6.42,21.4,-16.5378670788254,9.57066189624329,83.4621329211746,109.570661896243,-0.330122489819999,0.805135570907535
86.43,33.24,912,2020,13.055,6.65000000000001,34.1351810694208,3.05958132045089,134.135181069421,103.059581320451,0.603962620261865,0.238668079657803
90.73,7.89,909,2020,2.085,-0.599999999999994,5.93763348996156,-0.25466893039049,105.937633489962,99.7453310696095,0.176236345153023,-0.0411530357108952
85.73,30.81,908,2020,2.8,6.15000000000001,5.07246376811594,2.54289849080009,105.072463768116,102.5428984908,0.123945415062617,0.17944790322197
86.14,42.11,897,2020,-0.739999999999998,5.44999999999999,-2.39948119325551,2.52841568081651,97.6005188067445,102.528415680817,-0.0499640684108243,0.234359975621323
85.17,40.05,898,2020,-5.665,8,-33.003204194582,4.14507772020725,66.996795805418,104.145077720207,-0.568224411299469,0.186458298725933
86.43,41.07,899,2020,-1.29,-0.25,-4.60878885316184,-0.111482720178372,95.3912111468382,99.8885172798216,-0.104649885229039,-0.00971199065922043
126.07,28.5,644,2020,-4.5,-4.34999999999999,-29.8013245033113,-2.00138026224982,70.1986754966888,97.9986197377502,-0.778142030931072,-0.371534979202441
86.54,62.82,599,2020,-2.26,1.94999999999999,-13.0184331797235,0.969907983088778,86.9815668202765,100.969907983089,-0.364914056150511,0.0714476461764885
66.76,25.86,648,2020,-3.64,-6.25,-11.8028534370947,-2.71444082519001,88.1971465629053,97.28555917481,-0.319181413228773,-0.206175856487734
100.01,18,817,2020,-3.055,-5.30000000000001,-10.2671819862208,-2.29139645482058,89.7328180137792,97.7086035451794,-0.431731168093052,-0.510216566075739
152.07,45.26,707,2020,2.41,-0.75,11.0601193207894,-0.355871886120996,111.060119320789,99.644128113879,0.315303529589277,-0.0368892246779738
92.58,41.62,734,2020,-5.485,-13.9,-17.0421003573093,-6.09916630100922,82.9578996426907,93.9008336989908,-0.55609342187,-1.28714158494648
69.99,60.49,777,2020,1.315,-48.55,10.8812577575507,-28.1367719501594,110.881257757551,71.8632280498406,0.184299948777629,-1.36378924826009
86.31,58.5,502,2020,-2.45,-7.65000000000001,-9.78043912175649,-3.33115610711953,90.2195608782435,96.6688438928805,-0.327381175627136,-0.630560760556768
69.78,62.9,553,2020,-3.125,6.34999999999999,-6.53423941453215,2.80167659386719,93.4657605854678,102.801676593867,-0.135878504886791,0.184549074240295
80.24,61.33,702,2020,3.525,2.69999999999999,11.2350597609562,1.19840213049267,111.235059760956,101.198402130493,0.33957929407931,0.10456422165202
68.56,61.66,748,2020,0.609999999999999,3.34999999999999,1.49180728784544,1.45874156324842,101.491807287845,101.458741563248,0.0329319573272516,0.0797850585480367
