"x","y","site_id","water_year","diff_peak","diff_sm50","perd_peak","perd_sm50","perpast_peak","perpast_sm50","anom_peak","anom_sm50"
98.19,9.72,990,2020,2.13333333333333,-3.22222222222223,5.64872021182701,-1.33578995854445,105.648720211827,98.6642100414555,0.208350819563752,-0.332003639032482
139.86,78.8,985,2020,-1.62,4.90000000000001,-50.3105590062112,4.11418975650714,49.6894409937888,104.114189756507,-0.409553147042291,0.105755669364438
137.37,79.56,984,2020,-0.549999999999997,11.8,-3.20699708454809,5.83580613254204,96.7930029154519,105.835806132542,-0.0655834254181043,0.516603941134707
103.19,17.96,975,2020,6.46,10.9,39.5348837209302,5.42018896071606,139.53488372093,105.420188960716,1.03510046505203,0.619867622204498
78.02,45.23,942,2020,2.62,0.400000000000006,11.5520282186949,0.179694519317163,111.552028218695,100.179694519317,0.174714298983383,0.0280791073232101
66.72,23.38,943,2020,2.39,15.1,27.1282633371169,8.16657652785289,127.128263337117,108.166576527853,0.613720075406592,0.422591910630479
62.21,20.48,974,2020,4.95,-0.800000000000011,12.7413127413127,-0.329489291598028,112.741312741313,99.670510708402,0.346412282195395,-0.0563871423781047
83.22,46,928,2020,-1.37,-11.5,-29.3361884368308,-8.42490842490843,70.6638115631692,91.5750915750916,-0.312115993207214,-0.291344195998455
77.24,47.48,941,2020,-0.5,24.1,-12.1951219512195,17.9985063480209,87.8048780487805,117.998506348021,-0.157676499368291,0.51163615467211
88.02,11.14,910,2020,5.86000000000001,-1.59999999999999,15.4862579281184,-0.709219858156026,115.486257928118,99.290780141844,0.344208390289327,-0.135742784879466
84.4,41.18,911,2020,-7.67,18.8,-19.141502370851,8.31122900088418,80.858497629149,108.311229000884,-0.322049111886916,1.11961193961755
86.43,33.24,912,2020,14.48,3.19999999999999,39.3264530146659,1.44927536231884,139.326453014666,101.449275362319,0.551746577121984,0.190123240463039
90.73,7.89,909,2020,4.18,0.599999999999994,12.6589945487583,0.255972696245731,112.658994548758,100.255972696246,0.452005338520997,0.0739545638564134
85.73,30.81,908,2020,1.88,0.400000000000006,3.34996436208126,0.161550888529889,103.349964362081,100.16155088853,0.0789820226263462,0.022611744952563
86.14,42.11,897,2020,-1.86,2.69999999999999,-5.819774718398,1.23683005038937,94.180225281602,101.236830050389,-0.103130102731468,0.190175430138971
85.17,40.05,898,2020,-7.46,10.2,-39.3459915611814,5.34591194968553,60.6540084388186,105.345911949686,-0.591330597633961,0.204119785421484
86.43,41.07,899,2020,-2.54,-4.80000000000001,-8.68673050615595,-2.0979020979021,91.313269493844,97.9020979020979,-0.17079003798753,-0.312630063431344
126.07,28.5,644,2020,-3.88,-5.40000000000001,-26.7955801104972,-2.47252747252748,73.2044198895028,97.5274725274725,-0.632015339736793,-0.664470361545806
86.54,62.82,599,2020,-2.99,2.09999999999999,-16.5284687672747,1.04529616724738,83.4715312327253,101.045296167247,-0.525443543602314,0.0687349532933226
66.76,25.86,648,2020,-3.4,-12.8,-11.1111111111111,-5.40540540540541,88.8888888888889,94.5945945945946,-0.378996267757554,-1.05310268766067
100.01,18,817,2020,-2.3,-6.90000000000001,-7.93103448275862,-2.96264491197939,92.0689655172414,97.0373550880206,-0.30373201847716,-0.688129301894302
152.07,45.26,707,2020,3.08,-1.40000000000001,14.5833333333333,-0.662251655629142,114.583333333333,99.3377483443709,0.354089008524162,-0.0677913332245245
92.58,41.62,734,2020,-6.49,-16,-19.5540825549864,-6.95652173913043,80.4459174450136,93.0434782608696,-0.580635780659389,-1.73657905270181
69.99,60.49,777,2020,1.42,-54.5,11.8530884808013,-30.5322128851541,111.853088480801,69.4677871148459,0.160411760172707,-1.62991445113307
86.31,58.5,502,2020,-1.96,-10.5,-7.98045602605862,-4.51612903225806,92.0195439739414,95.4838709677419,-0.264456293826627,-1.05204764089184
69.78,62.9,553,2020,-3.63,5,-7.51086281812538,2.19298245614035,92.4891371818746,102.19298245614,-0.142093005902142,0.176703084343915
80.24,61.33,702,2020,5.71,6.19999999999999,19.5614936622131,2.79531109107303,119.561493662213,102.795311091073,0.507193566615699,0.17906482060969
68.56,61.66,748,2020,1.84,3.40000000000001,4.63943519919315,1.4808362369338,104.639435199193,101.480836236934,0.0919580664651248,0.0791854824944726
73.15,63.18,776,2020,-13.02,-3.90000000000001,-36.1465852304275,-1.79806362378977,63.8534147695725,98.2019363762102,-0.715533922546659,-0.107042993914909
97.85,43.71,352,2020,-2.08,5.90000000000001,-14.6685472496474,3.15339390700161,85.3314527503526,103.153393907002,-0.381641739661944,0.20302090385674
154.63,27.99,376,2020,0.749999999999996,-0.599999999999994,2.61780104712041,-0.256849315068491,102.61780104712,99.7431506849315,0.120407829681826,-0.0695193178969637
