"x","y","site_id","water_year","diff_peak","diff_sm50","perd_peak","perd_sm50","perpast_peak","perpast_sm50","anom_peak","anom_sm50"
98.19,9.72,990,2021,1.3,NA,3.24999999999999,NA,103.25,NA,0.11034839043881,NA
139.86,78.8,985,2021,0.625,NA,20.3252032520325,NA,120.325203252033,NA,0.204565333673836,NA
137.37,79.56,984,2021,1.755,NA,11.0065851364064,NA,111.006585136406,NA,0.261780821949727,NA
103.19,17.96,975,2021,2.325,NA,12.317880794702,NA,112.317880794702,NA,0.364614848830857,NA
78.02,45.23,942,2021,-3.57,NA,-16.3987138263666,NA,83.6012861736334,NA,-0.308098523489868,NA
66.72,23.38,943,2021,-0.335000000000001,NA,-3.33831589436971,NA,96.6616841056303,NA,-0.0676144898990274,NA
62.21,20.48,974,2021,0.154999999999994,NA,0.372193540641119,NA,100.372193540641,NA,0.0103118521791152,NA
83.22,46,928,2021,-0.135,NA,-2.9126213592233,NA,97.0873786407767,NA,-0.0412701459852608,NA
77.24,47.48,941,2021,0.925,NA,22.1556886227545,NA,122.155688622754,NA,0.354697286473728,NA
88.02,11.14,910,2021,7.74,NA,20.4978813559322,NA,120.497881355932,NA,0.477211167734686,NA
84.4,41.18,911,2021,5.28,NA,13.6012364760433,NA,113.601236476043,NA,0.271502608450093,NA
86.43,33.24,912,2021,14.755,NA,38.5802065629494,NA,138.580206562949,NA,0.682609610261496,NA
90.73,7.89,909,2021,-0.315000000000005,NA,-0.897052541648882,NA,99.1029474583511,NA,-0.026625634879234,NA
85.73,30.81,908,2021,-3.8,NA,-6.8840579710145,NA,93.1159420289855,NA,-0.168211634727838,NA
86.14,42.11,897,2021,6.66,NA,21.5953307392996,NA,121.5953307393,NA,0.44967661569742,NA
85.17,40.05,898,2021,-3.865,NA,-22.5167491989513,NA,77.4832508010487,NA,-0.387676495970423,NA
86.43,41.07,899,2021,5.71,NA,20.4001429081815,NA,120.400142908182,NA,0.463217709037065,NA
126.07,28.5,644,2021,0.6,NA,3.97350993377483,NA,103.973509933775,NA,0.103752270790809,NA
86.54,62.82,599,2021,0.539999999999999,NA,3.11059907834101,NA,103.110599078341,NA,0.0871918541244583,NA
66.76,25.86,648,2021,-6.34,NA,-20.5577172503243,NA,79.4422827496757,NA,-0.555936857107259,NA
100.01,18,817,2021,1.745,NA,5.86456057805411,NA,105.864560578054,NA,0.246602582102251,NA
152.07,45.26,707,2021,-0.789999999999999,NA,-3.625516291877,NA,96.374483708123,NA,-0.103356758662045,NA
92.58,41.62,734,2021,5.315,NA,16.5139039925431,NA,116.513903992543,NA,0.538858074245952,NA
69.99,60.49,777,2021,3.115,NA,25.7757550682664,NA,125.775755068266,NA,0.436573642921913,NA
86.31,58.5,502,2021,-1.55,NA,-6.187624750499,NA,93.812375249501,NA,-0.20711870294778,NA
69.78,62.9,553,2021,-5.625,NA,-11.7616309461579,NA,88.2383690538421,NA,-0.244581308796223,NA
80.24,61.33,702,2021,1.225,NA,3.90438247011953,NA,103.90438247012,NA,0.11800982560203,NA
68.56,61.66,748,2021,-0.990000000000002,NA,-2.42112986060162,NA,97.5788701393984,NA,-0.0534469471376708,NA
73.15,63.18,776,2021,-6.415,NA,-19.6087421672016,NA,80.3912578327984,NA,-0.396574815894548,NA
97.85,43.71,352,2021,1.08,NA,7.64872521246459,NA,107.648725212465,NA,0.23879832553153,NA
154.63,27.99,376,2021,-7.695,NA,-26.357252954273,NA,73.642747045727,NA,-1.13264335122864,NA
84.8,47.56,418,2021,-0.257894736842104,NA,-0.688492342279047,NA,99.311507657721,NA,-0.0275366784534083,NA
83.28,41.32,420,2021,-2.885,NA,-15.11658370448,NA,84.88341629552,NA,-0.258311818088165,NA
93.05,38.18,478,2021,9.32,NA,32.8400281888654,NA,132.840028188865,NA,1.16662635157912,NA
100.19,45.89,507,2021,-0.474999999999998,NA,-2.42656449553,NA,97.57343550447,NA,-0.0886214242807616,NA
105.7,15.29,515,2021,1.335,NA,2.86081645773063,NA,102.860816457731,NA,0.10802342177067,NA
87.08,40.35,672,2021,-12.035,NA,-21.7101109407414,NA,78.2898890592586,NA,-0.626660751280204,NA
79.25,51.4,679,2021,0.834999999999994,NA,1.06688813645946,NA,101.066888136459,NA,0.0400815608991947,NA
83.52,56.17,692,2021,-10.65,NA,-18.0355630821338,NA,81.9644369178662,NA,-0.660464238944408,NA
102.95,30.8,699,2021,4.085,NA,25.0383083052406,NA,125.038308305241,NA,1.02000009136521,NA
103.47,19.14,711,2021,-0.555,NA,-1.46225793703069,NA,98.5377420629693,NA,-0.0560305331374163,NA
116.9,19.55,728,2021,1.295,NA,12.6898579127879,NA,112.689857912788,NA,0.401796869231259,NA
87.95,42.83,788,2021,4.7,NA,12.5668449197861,NA,112.566844919786,NA,0.328721673270411,NA
94.23,33.81,791,2021,13.21,NA,35.9064963305246,NA,135.906496330525,NA,1.17521706478663,NA
132.51,79.76,824,2021,0.535,NA,1.7277571451639,NA,101.727757145164,NA,0.0577906132899671,NA
101.97,46.13,841,2021,-1.98,NA,-16.256157635468,NA,83.743842364532,NA,-0.677391778089741,NA
83.78,55.79,863,2021,7.43,NA,33.5137573297248,NA,133.513757329725,NA,0.996609491012253,NA
85.47,52.45,375,2021,1.525,NA,5.5103884372177,NA,105.510388437218,NA,0.164534747561029,NA
73.24,61.18,591,2021,-3.105,NA,-7.28787700974063,NA,92.7121229902594,NA,-0.175027232108572,NA
99.16,25.11,606,2021,-6.89,NA,-11.3527764046795,NA,88.6472235953205,NA,-0.458308618037314,NA
