date,discharge,SWEin,PRECin,TOBSdegC,TMAXdegC,TMINdegC,TAVGdegC,SNDEPTHin
11/27/2005,0.051806401,4,6.7,-10.8,2.3,-10.9,-3.6,18
11/28/2005,0.051806401,4.1,6.8,-14.3,-8.9,-14.5,-11.9,18
11/29/2005,0.051806401,4.1,6.8,-15.4,-12.6,-15.7,-14.5,18
11/30/2005,0.051806401,4.3,7.1,-3.8,-3.5,-15.7,-9.1,18
12/1/2005,0.051806401,4.5,7.5,-10.7,-3.6,-13.5,-10.1,23
12/2/2005,0.051806401,5.4,8.5,-1.4,-1.2,-10.8,-4.9,27
12/3/2005,0.051806401,6,9.2,-6.3,-0.8,-6.3,-2.3,32
12/4/2005,0.051806401,6,9.2,-15.1,-6.2,-15.1,-11.3,31
12/5/2005,0.051806401,6.1,9.3,-20.6,-14.4,-20.6,-16.9,31
12/6/2005,0.051806401,6.3,9.6,-13.7,-13.6,-20.8,-16.1,30
12/7/2005,0.051806401,6.4,9.8,-27,-12.1,-27.1,-18,32
12/8/2005,0.051806401,6.6,10,-20.8,-17.1,-30.4,-23.3,31
12/9/2005,0.051806401,6.7,10.1,-8.2,-5.4,-21.1,-9.9,30
12/10/2005,0.051806401,6.8,10.2,-8.4,-6.5,-12.7,-8.9,30
12/11/2005,0.051806401,6.8,10.2,-1.5,-1.4,-9.6,-5.5,28
12/12/2005,0.051806401,6.8,10.2,-4.3,3.2,-7.6,-1.7,28
12/13/2005,0.051806401,6.9,10.3,-2.6,3.7,-9.9,-2.3,28
12/14/2005,0.051806401,7,10.6,-15,-2.4,-15,-7.1,32
12/15/2005,0.051806401,7.2,10.6,-17.3,-14.2,-17.3,-16.2,32
12/16/2005,0.051806401,7.2,10.8,-12.5,-10.6,-18.1,-14.1,31
12/17/2005,0.051806401,7.3,10.8,-13.7,-8.9,-13.7,-11.8,31
12/18/2005,0.051806401,7.4,11,-10.4,-8.6,-19.4,-12.6,31
12/19/2005,0.051806401,7.7,11.4,-7.5,-7.4,-10.4,-8.6,33
12/20/2005,0.051806401,8.2,12,-6.2,-4.5,-7.7,-6.2,39
12/21/2005,0.051806401,8.3,12.1,-3.4,-2.5,-6.3,-4.3,38
12/22/2005,0.051806401,8.5,12.1,1,1.6,-3.5,-0.9,36
12/23/2005,0.051806401,8.5,12.2,0.1,2.5,-0.6,0.7,35
12/24/2005,0.051806401,8.5,12.3,-7.6,0.5,-7.6,-3.4,36
12/25/2005,0.051806401,8.6,12.4,0.1,2.6,-7.8,-3.6,35
12/26/2005,0.051806401,8.6,12.4,1,7.1,-0.7,2.9,34
12/27/2005,0.051806401,8.6,12.4,-3.4,5.6,-3.4,0.7,214
12/28/2005,0.051806401,8.6,12.5,-5.6,-3.3,-6.4,-5.1,35
12/29/2005,0.051806401,8.8,12.7,0.5,1.5,-5.7,-1.7,34
12/30/2005,0.051806401,8.9,13,-11.8,0.5,-11.8,-6.2,38
12/31/2005,0.051806401,9.2,13.2,-2.4,-2.4,-12.1,-7.2,37
1/1/2006,0.051806401,9.5,13.5,-1.4,2,-2.8,-0.2,37
1/2/2006,0.051806401,9.5,13.6,-4.9,-1,-7.7,-4.9,37
1/3/2006,0.051806401,9.6,13.6,0,2.3,-5.1,-0.2,36
1/4/2006,0.051806401,9.7,14,-6,0.5,-6.3,-3.9,39
1/5/2006,0.051806401,9.9,14.2,-10.6,-3.8,-10.7,-7.1,42
1/6/2006,0.051806401,10.1,14.4,-3.2,0.7,-11.5,-4.5,40
1/7/2006,0.051806401,10.2,14.4,2.2,3.5,-3.4,0.7,39
1/8/2006,0.051806401,10.2,14.4,-5.3,4.6,-5.4,1,39
1/9/2006,0.051806401,10.3,14.8,-12.3,-5.2,-13.1,-8.7,43
1/10/2006,0.051806401,10.4,14.8,-6.2,-3.9,-17.6,-9.3,41
1/11/2006,0.051806401,10.6,14.8,-1.8,-0.5,-7,-3.5,40
1/12/2006,0.051806401,10.6,14.8,-5.2,0.8,-5.2,-1.1,39
1/13/2006,0.051806401,10.6,15,-11.9,-5.2,-12.2,-10,42
1/14/2006,0.051806401,10.8,15.3,-3.9,2.1,-12,-4.3,40
1/15/2006,0.051806401,10.8,15.3,-0.8,6.9,-5.1,1.2,40
1/16/2006,0.051806401,10.8,15.3,-10.4,0.4,-10.9,-4.5,40
1/17/2006,0.051806401,10.8,15.3,-15.6,-8.5,-16.2,-13,41
1/18/2006,0.051806401,11,15.4,-5.3,-4.3,-15.7,-9.6,41
1/19/2006,0.051806401,11.2,15.6,-8.4,1.4,-8.4,-4.2,45
1/20/2006,0.051806401,11.8,16.5,-13.5,-7.4,-13.5,-9.9,50
1/21/2006,0.051806401,11.9,16.5,-12.4,-9.9,-15.1,-13.1,49
1/22/2006,0.051806401,11.9,16.6,-13.5,-6.1,-14.8,-10.7,47
1/23/2006,0.051806401,12,16.7,-10.5,-6.3,-16.5,-11.2,46
1/24/2006,0.051806401,12,16.7,-5.2,-0.8,-11.8,-6.4,45
1/25/2006,0.051806401,12,16.7,-10.7,5.2,-11.8,-4.8,44
1/26/2006,0.051806401,12.1,16.7,0.1,7.9,-11.1,-2.9,44
1/27/2006,0.051806401,12.2,16.7,-6.7,0.5,-7.7,-5.5,46
1/28/2006,0.051806401,12.2,16.7,-8.7,0.6,-10,-6,45
1/29/2006,0.051806401,12.3,16.8,-9,-7.6,-13,-10.2,46
1/30/2006,0.051806401,12.5,17.2,-10.6,-8.8,-11.4,-10.5,48
1/31/2006,0.051806401,12.8,17.4,-1.8,-1.6,-10.6,-5.7,47
2/1/2006,0.051806401,12.8,17.5,-6.1,0.1,-6.5,-3.4,47
2/2/2006,0.051806401,13.1,17.8,-7.1,-1.4,-7.1,-4.7,50
2/3/2006,0.051806401,13.2,17.9,-10.5,-7,-10.7,-9,52
2/4/2006,0.051806401,13.5,18.5,-9.8,-7.5,-11.4,-9.4,54
2/5/2006,0.051806401,13.8,18.6,-5,-1,-10,-5.2,52
2/6/2006,0.051806401,14,18.9,-13.1,-4.8,-13.1,-10.4,55
2/7/2006,0.051806401,14,18.9,-7.2,-5.9,-14.3,-9.8,53
2/8/2006,0.051806401,14,18.9,-4.3,-2.2,-8.8,-5.4,52
2/9/2006,0.051806401,14,18.9,-1.2,3.6,-5.3,-1.7,51
2/10/2006,0.051806401,14,18.9,-15.4,3.1,-15.5,-4.7,53
2/11/2006,0.051806401,14,18.9,-17.4,-10.9,-19.4,-16.3,53
2/12/2006,0.051806401,14.1,18.9,-9.8,-5.7,-20.2,-12.2,51
2/13/2006,0.051806401,14.2,19.1,-2.8,2.8,-9.8,-2.2,51
2/14/2006,0.051806401,14.2,19.1,-5.2,0.2,-6.2,-4.2,50
2/15/2006,0.051806401,14.2,19.1,-8.6,2.1,-9,-4,50
2/16/2006,0.051806401,14.3,19.1,-13.1,3.2,-13.2,-6.5,52
2/17/2006,0.051806401,14.3,19.1,-13.6,-12.3,-17.9,-15.5,52
2/18/2006,0.051806401,14.3,19.2,-13.7,-3.1,-15.2,-10.2,51
2/19/2006,0.051806401,14.4,19.3,-10.9,-2.4,-14.8,-9,51
2/20/2006,0.051806401,14.5,19.4,-11.7,-4.6,-11.7,-8.8,52
2/21/2006,0.051806401,14.6,19.4,-12.9,-7.5,-13.9,-11.5,52
2/22/2006,0.051806401,14.6,19.4,-14,-8.9,-14.1,-11.6,52
2/23/2006,0.051806401,14.7,19.6,-10.2,-7.7,-15.3,-11.1,52
2/24/2006,0.051806401,14.8,19.7,-6,-0.5,-10.3,-6,51
2/25/2006,0.051806401,14.8,19.7,-5.1,1.5,-11,-4.3,51
2/26/2006,0.051806401,14.8,19.9,-3.6,1.7,-5.7,-2.9,50
2/27/2006,0.051806401,14.9,19.9,0.8,4.4,-3.9,0,50
2/28/2006,0.051806401,14.9,19.9,3.1,6.9,-2,2,50
3/1/2006,0.051806401,14.9,19.9,1.6,8.6,1.6,4.3,49
3/2/2006,0.051806401,14.9,20,-11.1,1.9,-11.1,-4.2,51
3/3/2006,0.051806401,14.9,20.1,-8.2,5,-11.5,-3.9,50
3/4/2006,0.051806401,14.9,20.1,1.6,8.9,-9.4,0.2,49
3/5/2006,0.051806401,14.9,20.1,-3.3,4.4,-3.4,0.6,49
3/6/2006,0.051806401,14.9,20.1,1.5,5.7,-3.6,0.2,49
3/7/2006,0.051806401,14.9,20.1,1.4,10.4,0.3,4.1,48
3/8/2006,0.051806401,15,20.1,-4.5,3.3,-4.5,-0.2,-99.9
3/9/2006,0.051806401,15.4,20.5,-10.1,-3.2,-10.1,-6.4,58
3/10/2006,0.051806401,15.4,20.6,-10.8,-4.4,-11.5,-8.7,56
3/11/2006,0.051806401,15.5,20.6,-12.9,-2.4,-13.1,-9.8,57
3/12/2006,0.051806401,15.7,20.7,-10.2,-4.1,-17,-10.1,57
3/13/2006,0.051806401,15.9,20.8,-12.3,-4.3,-12.8,-9.7,59
3/14/2006,0.051806401,16.1,21,-13.8,-7.3,-13.9,-12.2,59
3/15/2006,0.051806401,16.2,21.4,-2.8,0.9,-13.8,-5.9,57
3/16/2006,0.051806401,16.3,21.4,-11.4,1.7,-12.1,-5.8,59
3/17/2006,0.051806401,16.4,21.7,-2.3,2.4,-11.8,-5.3,57
3/18/2006,0.051806401,16.4,21.8,-3.9,6.7,-7.2,-0.6,56
3/19/2006,0.051806401,16.8,22,-3.8,6.7,-4.4,-0.8,59
3/20/2006,0.051806401,17.2,22.3,-10.7,0.3,-11.1,-5.3,65
3/21/2006,0.051806401,17.3,22.6,-9.2,-6,-13.2,-9.8,64
3/22/2006,0.051806401,17.5,22.7,-9.9,-1.5,-9.9,-6.4,64
3/23/2006,0.051806401,17.6,22.7,-11.2,-0.8,-13.5,-7.8,64
3/24/2006,0.051806401,17.7,22.9,-5.2,1.3,-11.6,-4.8,64
3/25/2006,0.051806401,17.8,23,-2.6,4,-6.6,-1.5,62
3/26/2006,0.051806401,17.8,23.1,0.8,8.8,-7.7,0.5,61
3/27/2006,0.051806401,17.9,23.1,-9.5,2.3,-9.6,-4.8,62
3/28/2006,0.051806401,17.9,23.2,-7.3,5.1,-9.7,-3.7,61
3/29/2006,0.051806401,18,23.4,1.5,9.9,-7.3,1.6,60
3/30/2006,0.051806401,18.1,23.5,-4.3,11.1,-4.4,1.3,60
3/31/2006,0.051806401,18.1,23.5,-5.8,-0.9,-5.8,-3.7,60
4/1/2006,0.051806401,18.1,23.5,0.9,8.2,-8.4,0.4,59
4/2/2006,0.051806401,18.1,23.5,-3.3,7.3,-4.2,0.5,58
4/3/2006,0.051806401,18.1,23.5,-6,1.6,-8.9,-3.4,58
4/4/2006,0.051806401,18.1,23.5,0.6,10.6,-6.3,2.3,57
4/5/2006,0.051806401,18.1,23.5,1.2,10.1,-1.9,4.3,56
4/6/2006,0.051806401,18,23.5,-5.1,12,-5.2,3.1,55
4/7/2006,0.051806401,17.9,23.5,-4.8,1.6,-6.3,-4.4,56
4/8/2006,0.051806401,18.2,23.9,-7.9,1.5,-9.3,-3.5,59
4/9/2006,0.051806401,18.2,23.9,3.3,10.6,-8.2,4,55
4/10/2006,0.051806401,18.2,23.9,1.6,13.2,-1.3,5.4,55
4/11/2006,0.051806401,18.1,23.9,3.4,12.2,-2.3,5.4,54
4/12/2006,0.051806401,18.1,23.9,1.2,5.4,-1.7,1.7,53
4/13/2006,0.051806401,18.1,23.9,5.4,12.8,1,6.3,53
4/14/2006,0.051806401,18,23.9,6.6,13.9,4.9,8.6,51
4/15/2006,0.051806401,17.9,23.9,4.3,13.1,1.7,7.5,50
4/16/2006,0.051806401,18.2,24.3,-0.5,5.8,-3.1,0,53
4/17/2006,0.051806401,18.2,24.3,3.6,12.9,-0.6,5.2,50
4/18/2006,0.051806401,18.3,24.4,-7.1,14.3,-7.1,6,50
4/19/2006,0.051806401,18.3,24.4,-8.6,-1.4,-9.2,-6.8,-99.9
4/20/2006,0.051806401,18.4,24.5,-3.7,2.6,-10.8,-3.4,51
4/21/2006,0.051806401,18.5,24.6,-4.4,9.2,-8,0.9,50
4/22/2006,0.051806401,18.2,24.6,-0.3,12.7,-4.7,4.3,49
4/23/2006,0.051806401,17.9,24.6,0.2,15.6,-0.9,6.8,48
4/24/2006,0.051806401,17.7,24.7,-0.5,14.2,-0.7,5.7,47
4/25/2006,0.051806401,18.3,25.6,-4.1,-0.1,-7.4,-3.5,-99.9
4/26/2006,0.183020155,18.5,25.7,-1.2,4.4,-4.6,-0.5,53
4/27/2006,0.248021068,18.5,25.7,3.6,10.7,-3.2,3.6,49
4/28/2006,0.310080585,18.5,25.8,-0.9,13.9,-0.9,6.5,48
4/29/2006,0.21659784,18.5,26,-6.1,0.5,-6.1,-2.7,50
4/30/2006,0.235507258,18.5,26.1,1,6.3,-7.7,0.1,49
5/1/2006,0.302899682,18.5,26.3,-0.2,8.7,-0.2,2.5,48
5/2/2006,0.44869235,18.4,26.3,4.2,10.1,-1.7,4.4,48
5/3/2006,0.511199941,18.1,26.4,1.5,13,1.5,5.7,46
5/4/2006,0.403984113,18.4,26.7,-0.9,7.4,-1.8,1,50
5/5/2006,0.422281838,18.5,26.9,-0.8,8.3,-1.6,0.9,48
5/6/2006,0.396796434,18.5,27,-1.6,6.8,-3.4,0.4,45
5/7/2006,0.496145824,18.5,27.1,2.7,9.4,-4.3,2.9,47
5/8/2006,0.599466095,18.5,27.2,4.2,8.5,1.2,3.9,47
5/9/2006,0.529328718,18.5,27.7,-1,6.7,-1.1,2,-99.9
5/10/2006,0.444862436,18.5,27.7,-4,6.3,-4.3,-0.1,-99.9
5/11/2006,0.405189344,18.4,27.7,-2,4.2,-7.1,-1.4,48
5/12/2006,0.69598917,18.3,27.8,3.8,10.5,-5.4,3.3,45
5/13/2006,1.146372137,17.9,27.8,6.8,14.4,3.5,8.5,44
5/14/2006,1.137569083,17.4,27.8,2.1,15.3,1.3,7.7,42
5/15/2006,1.153000283,17.2,27.8,-2.1,10.8,-2.2,3.8,43
5/16/2006,1.505350586,16.7,27.8,-1.9,12.2,-2.7,4,42
5/17/2006,1.819636882,16,27.8,-0.2,15.6,-2.5,6.3,40
5/18/2006,2.416215195,15.3,27.8,2.3,16.3,-0.6,7,37
5/19/2006,2.733511226,14.4,27.8,4.1,16.7,1.4,8.9,33
5/20/2006,3.408212548,13.9,27.8,8.1,17.2,3.3,10.2,33
5/21/2006,3.736568559,12.9,27.8,7.2,16.1,5.7,10.5,28
5/22/2006,4.316828237,11.7,27.8,1.7,17.9,1.5,9.2,28
5/23/2006,5.41174733,11.1,28.2,3,16.6,0.8,6.8,27
5/24/2006,4.87440327,10.1,28.2,5,8,1.9,4.8,20
5/25/2006,5.357621894,8.4,28.2,1.3,15.4,1,7.8,19
5/26/2006,5.816467442,6.3,28.2,2.9,17.7,-0.1,8.6,18
5/27/2006,5.648093503,5.3,28.3,8.7,18.5,0.5,9.6,15
5/28/2006,4.956540832,5.3,28.3,7.2,17.8,0.6,10.9,13
5/29/2006,4.278837729,5.3,28.3,-0.5,14.9,-0.5,6.3,8
5/30/2006,3.719078654,5.4,28.4,1.4,8.8,-1.4,3.2,10
5/31/2006,3.563807154,5.4,28.4,0.5,6.6,-1.1,2.5,11
6/1/2006,3.671226738,5.4,28.4,3.5,12.7,-1.2,5.2,2
6/2/2006,3.697283203,5.4,28.4,1.1,15.7,-0.2,7.3,2
6/3/2006,3.740948477,5.1,28.4,5.1,18.9,0.1,10.3,1
6/4/2006,3.824733337,4.8,28.4,6.9,18.6,4.7,11.5,1
6/5/2006,3.846961129,3.7,28.4,6.4,19.1,2.2,11.3,0
6/6/2006,3.736568559,2.5,28.4,4.8,20.7,3.1,11.7,1
6/7/2006,3.745331374,2.2,28.4,6,21.5,2.8,12.5,0
6/8/2006,4.128820248,2,28.5,11.8,21.4,4.4,13,0
6/9/2006,3.815863141,1.4,28.5,8.5,18.6,7.9,11.7,1
6/10/2006,3.487609018,0.4,28.5,7.6,16.4,4.3,10.3,0
6/11/2006,3.073740909,0,28.5,3.9,17.2,3.2,10.4,0
6/12/2006,2.554432814,0,28.5,3.5,18.7,1.7,10.5,0
6/13/2006,2.156244805,0,28.5,5.4,20.4,2.1,11.9,0
6/14/2006,1.928163427,0,28.5,13,22.6,4.1,15.2,0
6/15/2006,1.93114729,0,28.5,10.6,22.7,9.1,15.7,0
6/16/2006,2.00356487,0,28.5,4.4,14.6,3.4,8.8,1
6/17/2006,1.536537371,0,28.5,5.8,10.9,3,6,0
6/18/2006,1.128805382,0,28.5,9.8,15.7,3.6,9.9,0
6/19/2006,0.943888997,0,28.5,4.4,19.1,4.4,11.9,1
6/20/2006,0.799179374,0,28.5,13.5,22.7,2.4,13.8,0
6/21/2006,0.753447076,0,28.5,5.3,21,5.3,13.9,0
6/22/2006,0.776117764,0,28.5,2.9,18.7,2.9,9.4,1
6/23/2006,0.633315095,0,28.5,1.1,17.8,1.1,8.1,1
6/24/2006,0.547825116,0,28.5,9.4,19.5,0.5,12.2,0
6/25/2006,0.665026973,0,28.6,5.4,14.6,1.9,8.7,0
6/26/2006,0.611650046,0,28.6,2.5,13.2,2.3,6.9,1
6/27/2006,0.472073112,0,28.6,1,13.2,-0.4,6.6,1
6/28/2006,0.36197522,0,28.6,6.4,17.2,0.2,8.4,0
6/29/2006,0.313188038,0,28.7,6.9,18.7,4.6,11,0
6/30/2006,0.264665357,0,28.7,5,19.2,4.4,11.2,1
7/1/2006,0.263724192,0,28.7,6.5,20.8,4.4,12.3,0
7/2/2006,0.30086591,0,28.8,5.4,18.5,5.3,10.7,1
7/3/2006,0.433486819,0,28.9,7.8,19.9,3.6,11,0
7/4/2006,0.399184009,0,29.2,4.7,16.2,4.7,9.8,1
7/5/2006,0.302899682,0,29.4,5.1,15.9,3.2,9.3,1
7/6/2006,0.215760087,0,29.4,7.1,12.9,3.4,9.1,0
7/7/2006,0.387329132,0,29.4,10.4,17.1,5.4,10.8,0
7/8/2006,3.986445198,0,30.5,7.7,19.3,7.6,12,0
7/9/2006,4.853993245,0,32.3,7.6,9.1,7.6,8.3,0
7/10/2006,1.28081981,0,32.7,5.8,9.7,5.3,7.3,0
7/11/2006,0.511199941,0,32.8,9.6,16.2,5.8,10.4,0
7/12/2006,0.371079649,0,32.8,6.6,20.4,6.1,11.7,0
7/13/2006,0.312150223,0,32.9,8,19.3,5.5,13.1,0
7/14/2006,0.271308066,0,32.9,9.8,20.6,7.1,14.8,-1
7/15/2006,0.225937761,0,32.9,7.5,23.1,6.1,14.8,0
7/16/2006,0.200199267,0,32.9,12.2,24.8,7.5,16,0
7/17/2006,0.199398956,0,32.9,9.5,25.7,9.4,16.7,0
7/18/2006,0.165291315,0,32.9,7.6,20.1,7.6,12.8,0
7/19/2006,0.131046471,0,32.9,13.9,24.6,7,15.8,0
7/20/2006,0.130420772,0,32.9,8.7,23.7,8.5,14.2,1
7/21/2006,0.132934004,0,32.9,12.2,20.5,7.3,13.2,0
7/22/2006,0.115922029,0,32.9,6.2,16,6.2,11.4,1
7/23/2006,0.099710795,0,32.9,6.1,19.2,4.5,11.6,1
7/24/2006,0.087354214,0,33,8.8,22.9,4.8,13.1,0
7/25/2006,0.117092498,0,33,7.9,21.1,7.5,12.9,0
7/26/2006,0.094446902,0,33.1,10,20.3,6.5,12,0
7/27/2006,0.058147648,0,33.1,12.4,21.2,6.5,14.2,1
7/28/2006,0.042722543,0,33.1,6.8,20,6.6,13,1
7/29/2006,0.035289422,0,33.1,7.8,22.3,5.6,13.9,0
7/30/2006,0.051355032,0,33.1,10,23.1,6.3,14.8,0
7/31/2006,0.079170455,0,33.1,13.2,24.7,10.4,16.7,0
8/1/2006,0.139989395,0,33.1,7.5,19.5,6.8,12.8,0
8/2/2006,0.157513993,0,33.1,8.9,19.3,7,11.9,1
8/3/2006,0.179992439,0,33.1,3,17.3,2.9,9.5,1
8/4/2006,0.131673909,0,33.3,7.2,16.5,2,9.7,0
8/5/2006,0.099176943,0,33.3,8.5,19.5,6.8,12.5,1
8/6/2006,0.101862858,0,33.3,5.2,14.8,5.2,10,0
8/7/2006,0.104590511,0,33.3,6.1,16,5.1,9.3,0
8/8/2006,0.106247211,0,33.4,10.3,20.8,5.8,11.4,0
8/9/2006,0.073225313,0,33.4,8.8,21,7,13.8,0
8/10/2006,0.073673088,0,33.4,11.2,21.2,7.6,14.1,0
8/11/2006,0.064600219,0,33.4,5.5,17.8,5.5,12,0
8/12/2006,0.056211637,0,33.4,9.2,22.7,5.1,13.5,0
8/13/2006,0.058147648,0,33.4,8.9,16.4,7.4,11.5,0
8/14/2006,0.071010154,0,33.5,5.3,17.9,5.2,11.4,0
8/15/2006,0.074573396,0,33.6,5.9,15.9,3.9,9.4,0
8/16/2006,0.084412455,0,33.7,8.1,19.6,4.3,10.6,0
8/17/2006,0.063360302,0,33.7,4.7,14.8,4.7,10,1
8/18/2006,0.077774572,0,33.8,10.8,21,3.9,12.1,0
8/19/2006,0.097058141,0,33.8,7.2,17.2,6.5,9.9,0
8/20/2006,0.107919038,0,33.9,4.4,12.7,4.4,8.2,1
8/21/2006,0.08200555,0,33.9,3.5,20.3,3.5,9.8,0
8/22/2006,0.069699978,0,34,5.1,17.5,3,9.7,1
8/23/2006,0.058932721,0,34,11.8,21,4.4,12.8,0
8/24/2006,0.046407402,0,34,12.9,20.9,10.5,14.4,0
8/25/2006,0.053564909,0,34,8.1,18.1,7,11.9,0
8/26/2006,0.10349443,0,34,6.3,15,4.7,9.4,1
8/27/2006,0.110171738,0,34.1,3.8,12.9,3,7,0
8/28/2006,0.123652438,0,34.2,4.9,10.3,0.9,5.3,1
8/29/2006,0.108479682,0,34.2,-0.1,14.5,-0.1,6.3,1
8/30/2006,0.073673088,0,34.3,3.6,17.6,-0.6,8.1,0
8/31/2006,0.060922191,0,34.3,12,19.5,3.5,13.5,0
9/1/2006,0.05972391,0,34.3,3.1,18.4,3.1,10,1
9/2/2006,0.032712488,0,34.3,1.1,18.5,1.1,7,1
9/3/2006,0.034130118,0,34.3,6.3,11,-0.9,3.6,0
9/4/2006,0.027387336,0,34.3,-0.7,13.7,-0.7,6,1
9/5/2006,0.023749218,0,34.3,-0.2,14.2,-1.7,5.6,1
9/6/2006,0.034130118,0,34.4,3.5,18.6,-0.4,8.3,0
9/7/2006,0.056595797,0,34.4,2.6,15.8,2.6,8.3,0
9/8/2006,0.107360079,0,34.5,2.3,15.2,1.8,5.9,1
9/9/2006,0.268449489,0,35.1,3,6,1.3,3.5,1
9/10/2006,0.100783494,0,35.3,4.8,8.2,3,5.2,1
9/11/2006,0.060121803,0,35.3,4.4,12.5,3.5,6.6,0
9/12/2006,0.054313563,0,35.3,0.6,14,0.6,6.4,1
9/13/2006,0.04370998,0,35.3,1,15.8,-0.6,6.5,1
9/14/2006,0.038286516,0,35.4,9.7,19.4,0.6,9.5,0
9/15/2006,0.038594042,0,35.4,7,15.9,6.1,10.3,1
9/16/2006,0.067121994,0,35.4,6.2,12.3,4.5,7.3,0
9/17/2006,0.099176943,0,35.5,-4.6,6.1,-4.7,0,1
9/18/2006,0.094446902,0,35.7,-2.1,2.2,-4.9,-1.7,1
9/19/2006,0.078703559,0,35.7,3,8.2,-2.7,2.5,1
9/20/2006,0.088847063,0,35.7,5.9,14.3,-0.4,6.3,1
9/21/2006,0.151993937,0,35.8,1.4,11.7,1.3,5.7,1
9/22/2006,0.174764318,0.3,36.1,-2.1,3.1,-2.1,0.6,2
9/23/2006,0.194636102,1,36.9,-3.7,0.6,-4.1,-2,9
9/24/2006,0.221663975,0.9,37,-2.4,4.3,-3.7,-0.8,6
9/25/2006,0.291812151,0.9,37,0.6,6.6,-3,1.1,6
9/26/2006,0.270353254,1,37.1,3.6,9.1,-2.1,3.3,5
9/27/2006,0.168898538,0.9,37.1,3.8,10.2,2.8,6.2,3
9/28/2006,0.104041633,0.8,37.1,5.1,11.6,0.4,5.5,2
9/29/2006,0.07685198,0.5,37.1,7,12.4,4.4,8,2
9/30/2006,0.055447866,0,37.1,7.4,14.1,4.1,8.6,0
10/1/2006,0.052085657,0,0,7.9,15.5,3.5,9.5,0
10/2/2006,0.047096437,0,0,7.2,14,6.4,9.3,0
10/3/2006,0.046065092,0,0,7.9,14.7,4.5,8.5,0
10/4/2006,0.046407402,0,0,2.3,10.1,0.2,5.3,1
10/5/2006,0.044375555,0,0,2.8,14.4,-1.7,5.6,1
10/6/2006,0.040469262,0,0.1,4.6,13.4,2.8,7.6,1
10/7/2006,0.037675742,0,0.1,7.9,16,4.1,9.7,0
10/8/2006,0.054313563,0,0.1,5.1,13.6,3.4,7.7,1
10/9/2006,0.084412455,0,0.1,0.3,5.2,0.3,1.5,1
10/10/2006,0.104590511,0,0.2,-4,0.3,-4.3,-1.9,1
10/11/2006,0.104041633,0,0.3,-0.1,2.9,-5.5,-0.5,2
10/12/2006,0.094965846,0,0.3,0.9,3.9,-0.5,1.4,2
10/13/2006,0.083927841,0,0.3,1.5,7.1,-0.5,2.5,1
10/14/2006,0.096008686,0,0.3,3.1,9.4,-0.3,3.9,1
10/15/2006,0.121842772,0,0.5,-0.1,10.6,-0.2,3.1,1
10/16/2006,0.092387608,0,0.5,2.6,8.2,-0.9,3.4,1
10/17/2006,0.097058141,0,0.7,0.6,7.4,-0.7,2.6,1
10/18/2006,0.051806401,0.9,1.5,-10.9,0.8,-10.9,-4.7,10
10/19/2006,0.051806401,0.9,1.6,-6.7,-4.2,-11.4,-7.5,9
10/20/2006,0.051806401,1,1.7,-2.4,-2.4,-7.7,-4.2,8
10/21/2006,0.051806401,1.4,2.3,-5.2,1.7,-5.2,-2.1,12
10/22/2006,0.051806401,1.6,2.6,-7.6,-3.3,-8.8,-6.6,14
10/23/2006,0.051806401,1.8,2.8,-2.9,-2.9,-8.3,-5.7,15
10/24/2006,0.051806401,1.9,2.8,3,8.3,-3,3.5,13
10/25/2006,0.051806401,1.9,2.8,2.4,9.5,-1.2,3.9,11
10/26/2006,0.051806401,2.5,3.4,-2.4,8.6,-2.4,2.3,16
10/27/2006,0.051806401,3.6,4.6,-6.9,0.5,-7.1,-4,31
10/28/2006,0.051806401,3.7,4.6,0.2,4.1,-7.1,-1.2,26
10/29/2006,0.051806401,3.7,4.7,3.2,5.8,-0.9,2.7,24
10/30/2006,0.051806401,3.7,4.7,0.5,8.1,0.5,3.7,22
10/31/2006,0.051806401,3.6,4.7,-0.6,5.4,-0.9,1.2,20
11/1/2006,0.051806401,3.6,4.7,-5.4,3.4,-5.4,-0.6,19
11/2/2006,0.051806401,3.6,4.7,-3.4,0.5,-7.6,-3.7,18
11/3/2006,0.051806401,3.6,4.7,0.4,2.1,-5.1,-0.9,18
11/4/2006,0.051806401,3.6,4.7,0.1,4.7,-0.8,1.2,16
11/5/2006,0.051806401,3.6,4.7,-2,1.5,-2.4,-0.6,16
11/6/2006,0.051806401,3.6,4.7,-1.1,2.7,-2.5,-0.4,17
11/7/2006,0.051806401,3.7,4.8,1.6,2.7,-1.9,0.6,16
11/8/2006,0.051806401,3.7,4.8,5.2,6.9,1.6,4.6,15
11/9/2006,0.051806401,3.6,4.8,0.4,10.5,0.4,6.7,14
11/10/2006,0.051806401,3.6,5,-6.8,9.8,-6.8,2.2,15
11/11/2006,0.051806401,3.6,5,-1.9,-1.4,-8.7,-5.8,15
11/12/2006,0.051806401,3.7,5,-3.2,6.2,-3.2,1.1,15
11/13/2006,0.051806401,3.8,5.3,-16.4,-1.5,-16.4,-7,19
11/14/2006,0.051806401,4,5.5,-5.9,-2.4,-17.1,-6.3,19
11/15/2006,0.051806401,4.6,6.2,-10.5,-2.6,-10.5,-6.3,24
11/16/2006,0.051806401,4.7,6.3,-2.4,-2,-11.8,-6.6,22
11/17/2006,0.051806401,4.7,6.3,-2.8,3.1,-3.7,-0.6,21
