"x","y","site_id","water_year","diff_peak","diff_sm50","perd_peak","perd_sm50","perpast_peak","perpast_sm50","anom_peak","anom_sm50","mean","median","n","sd","ptile","date","water_day","swe","year","diff","perc_ch","perc","anomaly","today_diff","today_perc_ch","today_perc","today_anomaly","d_peak","d_sm50"
379.54,220.96,987,2021,-1.235,NA,-13.0895601483837,NA,86.9104398516163,NA,-0.228286790619024,NA,6.52,7,10,4.27390011841903,0.6,"2021-03-04",155,7.4,2021,0.880000000000001,13.4969325153374,113.496932515337,0.205900927868554,NA,NA,NA,NA,"M0 68.421053 L5.263158 32.631579 L10.526316 91.052632 L15.789474 69.473684 L21.052632 93.157895 L26.315789 37.894737 L31.578947 37.368421 L36.842105 40.526316 L42.105263 62.631579 L47.368421 22.631579 L52.631579 88.947368 L57.894737 0 L63.157895 49.473684 L68.421053 78.421053 L73.684211 104.210526 L78.947368 94.210526 L84.210526 67.894737 L89.473684 95.789474 L94.736842 82.105263 L100 53.157895 L0 68.421053","M0 34.210526 L5.263158 16.315789 L10.526316 45.526316 L15.789474 34.736842 L21.052632 46.578947 L26.315789 18.947368 L31.578947 18.684211 L36.842105 20.263158 L42.105263 31.315789 L47.368421 11.315789 L52.631579 44.473684 L57.894737 0 L63.157895 24.736842 L68.421053 39.210526 L73.684211 52.105263 L78.947368 47.105263 L84.210526 33.947368 L89.473684 47.894737 L94.736842 41.052632 L100 26.578947 L0 34.210526 Z"
386.81,74.32,958,2021,-4.545,NA,-62.7329192546584,NA,37.2670807453416,NA,-1.98839549640639,NA,5.4,5.1,16,2.5298221281347,0.1875,"2021-03-04",155,2.8,2021,-2.6,-48.1481481481482,51.8518518518518,-1.02774023955472,NA,NA,NA,NA,"M0 26.315789 L5.263158 18.947368 L10.526316 6.315789 L15.789474 24.736842 L21.052632 1.052632 L26.315789 14.736842 L31.578947 44.210526 L36.842105 17.368421 L42.105263 3.157895 L47.368421 36.842105 L52.631579 24.210526 L57.894737 20 L63.157895 36.315789 L68.421053 16.842105 L73.684211 27.368421 L78.947368 18.947368 L84.210526 25.789474 L89.473684 13.157895 L94.736842 0 L100 8.421053 L0 26.315789","M0 13.157895 L5.263158 9.473684 L10.526316 3.157895 L15.789474 12.368421 L21.052632 0.526316 L26.315789 7.368421 L31.578947 22.105263 L36.842105 8.684211 L42.105263 1.578947 L47.368421 18.421053 L52.631579 12.105263 L57.894737 10 L63.157895 18.157895 L68.421053 8.421053 L73.684211 13.684211 L78.947368 9.473684 L84.210526 12.894737 L89.473684 6.578947 L94.736842 0 L100 4.210526 L0 13.157895 Z"
301.47,59.01,1175,2021,-1.65555555555556,NA,-26.4653641207815,NA,73.5346358792185,NA,-0.60101658617235,NA,7.03333333333333,8.5,3,2.80416357107308,0.333333333333333,"2021-03-04",155,4.4,2021,-2.63333333333333,-37.4407582938389,62.5592417061611,-0.939079788532316,NA,NA,NA,NA,"M0 91.25 L12.5 87.5 L25 77.5 L37.5 51.25 L50 96.25 L62.5 68.75 L75 12.5 L87.5 0 L100 48.75 L0 91.25","M0 45.625 L12.5 43.75 L25 38.75 L37.5 25.625 L50 48.125 L62.5 34.375 L75 6.25 L87.5 0 L100 24.375 L0 45.625 Z"
401.91,202.92,964,2021,7.445,NA,45.5212473249771,NA,145.521247324977,NA,1.13012860924598,NA,14.1,14.4,12,5.44493092033983,1,"2021-03-04",155,23.8,2021,9.7,68.7943262411348,168.794326241135,1.78147347356881,NA,NA,NA,NA,"M0 18.421053 L5.263158 31.052632 L10.526316 105.263158 L15.789474 31.052632 L21.052632 72.105263 L26.315789 85.789474 L31.578947 46.842105 L36.842105 24.210526 L42.105263 80 L47.368421 13.157895 L52.631579 70.526316 L57.894737 0 L63.157895 19.473684 L68.421053 83.684211 L73.684211 124.210526 L78.947368 38.947368 L84.210526 37.368421 L89.473684 74.736842 L94.736842 80.526316 L100 93.684211 L0 18.421053","M0 9.210526 L5.263158 15.526316 L10.526316 52.631579 L15.789474 15.526316 L21.052632 36.052632 L26.315789 42.894737 L31.578947 23.421053 L36.842105 12.105263 L42.105263 40 L47.368421 6.578947 L52.631579 35.263158 L57.894737 0 L63.157895 9.736842 L68.421053 41.842105 L73.684211 62.105263 L78.947368 19.473684 L84.210526 18.684211 L89.473684 37.368421 L94.736842 40.263158 L100 46.842105 L0 9.210526 Z"
399.73,196.38,955,2021,0.0599999999999987,NA,0.543478260869554,NA,100.54347826087,NA,0.0172193022372588,NA,10.0142857142857,10.1,21,2.50963856247981,0.714285714285714,"2021-03-04",155,11.1,2021,1.08571428571429,10.8416547788873,110.841654778887,0.432617788850629,NA,NA,NA,NA,"M0 16.315789 L5.263158 37.368421 L10.526316 61.578947 L15.789474 37.894737 L21.052632 40.526316 L26.315789 41.578947 L31.578947 40.526316 L36.842105 32.105263 L42.105263 52.631579 L47.368421 22.105263 L52.631579 50 L57.894737 0 L63.157895 45.263158 L68.421053 71.578947 L73.684211 71.052632 L78.947368 33.684211 L84.210526 61.578947 L89.473684 58.421053 L94.736842 54.736842 L100 61.578947 L0 16.315789","M0 8.157895 L5.263158 18.684211 L10.526316 30.789474 L15.789474 18.947368 L21.052632 20.263158 L26.315789 20.789474 L31.578947 20.263158 L36.842105 16.052632 L42.105263 26.315789 L47.368421 11.052632 L52.631579 25 L57.894737 0 L63.157895 22.631579 L68.421053 35.789474 L73.684211 35.526316 L78.947368 16.842105 L84.210526 30.789474 L89.473684 29.210526 L94.736842 27.368421 L100 30.789474 L0 8.157895 Z"
393.46,168.72,967,2021,-1.425,NA,-16.9139465875371,NA,83.0860534124629,NA,-0.558800915048541,NA,8.53478260869565,7.6,23,3.25654706924823,0.434782608695652,"2021-03-04",155,7.2,2021,-1.33478260869565,-15.6393275598574,84.3606724401427,-0.409876651653552,NA,NA,NA,NA,"M0 24.736842 L5.263158 40.526316 L10.526316 52.105263 L15.789474 36.842105 L21.052632 8.947368 L26.315789 42.631579 L31.578947 42.105263 L36.842105 31.052632 L42.105263 27.894737 L47.368421 41.052632 L52.631579 33.684211 L57.894737 12.631579 L63.157895 28.947368 L68.421053 34.210526 L73.684211 48.947368 L78.947368 40.526316 L84.210526 45.789474 L89.473684 38.421053 L94.736842 40 L100 0 L0 24.736842","M0 12.368421 L5.263158 20.263158 L10.526316 26.052632 L15.789474 18.421053 L21.052632 4.473684 L26.315789 21.315789 L31.578947 21.052632 L36.842105 15.526316 L42.105263 13.947368 L47.368421 20.526316 L52.631579 16.842105 L57.894737 6.315789 L63.157895 14.473684 L68.421053 17.105263 L73.684211 24.473684 L78.947368 20.263158 L84.210526 22.894737 L89.473684 19.210526 L94.736842 20 L100 0 L0 12.368421 Z"
428.94,131.7,963,2021,-0.855,NA,-21.0850801479655,NA,78.9149198520345,NA,-0.621925316937837,NA,3.66818181818182,3.6,22,1.09474344184526,0.409090909090909,"2021-03-04",155,3.2,2021,-0.468181818181818,-12.7633209417596,87.2366790582404,-0.427663505700174,NA,NA,NA,NA,"M0 16.315789 L5.263158 15.789474 L10.526316 26.842105 L15.789474 11.578947 L21.052632 14.736842 L26.315789 22.105263 L31.578947 21.578947 L36.842105 23.684211 L42.105263 17.894737 L47.368421 26.315789 L52.631579 27.368421 L57.894737 14.210526 L63.157895 20.526316 L68.421053 22.631579 L73.684211 15.263158 L78.947368 24.736842 L84.210526 23.157895 L89.473684 15.789474 L94.736842 33.684211 L100 0 L0 16.315789","M0 8.157895 L5.263158 7.894737 L10.526316 13.421053 L15.789474 5.789474 L21.052632 7.368421 L26.315789 11.052632 L31.578947 10.789474 L36.842105 11.842105 L42.105263 8.947368 L47.368421 13.157895 L52.631579 13.684211 L57.894737 7.105263 L63.157895 10.263158 L68.421053 11.315789 L73.684211 7.631579 L78.947368 12.368421 L84.210526 11.578947 L89.473684 7.894737 L94.736842 16.842105 L100 0 L0 8.157895 Z"
384.88,213.52,1003,2021,1.6,NA,13.9130434782609,NA,113.913043478261,NA,0.357629734619314,NA,9.22272727272727,9.1,22,3.45955293260654,0.863636363636364,"2021-03-04",155,13.4,2021,4.17727272727273,45.2932479053721,145.293247905372,1.20746027265593,NA,NA,NA,NA,"M0 9.473684 L5.263158 9.473684 L10.526316 56.842105 L15.789474 28.947368 L21.052632 41.052632 L26.315789 46.842105 L31.578947 46.842105 L36.842105 31.578947 L42.105263 56.315789 L47.368421 1.578947 L52.631579 50.526316 L57.894737 0 L63.157895 28.421053 L68.421053 70.526316 L73.684211 87.894737 L78.947368 36.842105 L84.210526 50.526316 L89.473684 65.263158 L94.736842 61.052632 L100 51.578947 L0 9.473684","M0 4.736842 L5.263158 4.736842 L10.526316 28.421053 L15.789474 14.473684 L21.052632 20.526316 L26.315789 23.421053 L31.578947 23.421053 L36.842105 15.789474 L42.105263 28.157895 L47.368421 0.789474 L52.631579 25.263158 L57.894737 0 L63.157895 14.210526 L68.421053 35.263158 L73.684211 43.947368 L78.947368 18.421053 L84.210526 25.263158 L89.473684 32.631579 L94.736842 30.526316 L100 25.789474 L0 4.736842 Z"
403.98,196.26,956,2021,-3.305,NA,-10.5238019423659,NA,89.4761980576341,NA,-0.23043842665069,NA,25,26.9,19,8.46509171703283,0.578947368421053,"2021-03-04",155,28.6,2021,3.6,14.4,114.4,0.425275959238144,NA,NA,NA,NA,"M0 0 L5.263158 114.210526 L10.526316 206.842105 L15.789474 124.736842 L21.052632 200.526316 L26.315789 105.789474 L31.578947 133.684211 L36.842105 70.526316 L42.105263 134.736842 L47.368421 22.631579 L52.631579 187.894737 L57.894737 99.473684 L63.157895 111.052632 L68.421053 256.842105 L73.684211 267.368421 L78.947368 135.263158 L84.210526 195.789474 L89.473684 227.894737 L94.736842 224.210526 L100 243.157895 L0 0","M0 0 L5.263158 57.105263 L10.526316 103.421053 L15.789474 62.368421 L21.052632 100.263158 L26.315789 52.894737 L31.578947 66.842105 L36.842105 35.263158 L42.105263 67.368421 L47.368421 11.315789 L52.631579 93.947368 L57.894737 49.736842 L63.157895 55.526316 L68.421053 128.421053 L73.684211 133.684211 L78.947368 67.631579 L84.210526 97.894737 L89.473684 113.947368 L94.736842 112.105263 L100 121.578947 L0 0 Z"
391.05,194.86,966,2021,-0.785,NA,-16.405433646813,NA,83.594566353187,NA,-0.453675856038504,NA,4.44090909090909,4.05,22,1.80228930897532,0.545454545454545,"2021-03-04",155,4.2,2021,-0.24090909090909,-5.42476970317296,94.575230296827,-0.133668379271504,NA,NA,NA,NA,"M0 14.736842 L5.263158 4.736842 L10.526316 34.736842 L15.789474 0.526316 L21.052632 17.368421 L26.315789 14.736842 L31.578947 19.473684 L36.842105 17.368421 L42.105263 13.684211 L47.368421 16.842105 L52.631579 13.684211 L57.894737 0 L63.157895 9.473684 L68.421053 23.157895 L73.684211 33.157895 L78.947368 22.631579 L84.210526 16.842105 L89.473684 19.473684 L94.736842 19.473684 L100 5.263158 L0 14.736842","M0 7.368421 L5.263158 2.368421 L10.526316 17.368421 L15.789474 0.263158 L21.052632 8.684211 L26.315789 7.368421 L31.578947 9.736842 L36.842105 8.684211 L42.105263 6.842105 L47.368421 8.421053 L52.631579 6.842105 L57.894737 0 L63.157895 4.736842 L68.421053 11.578947 L73.684211 16.578947 L78.947368 11.315789 L84.210526 8.421053 L89.473684 9.736842 L94.736842 9.736842 L100 2.631579 L0 7.368421 Z"
