water_year,year,site_id,peak_swe,sm50_swe,peak_date,peak_day,peak_met,sm50_day,sm50_date,sm50_met,apr1_swe,ptile,date,water_day,swe,wy_n,text_peak,text_sm50,text_today,text_ptile,elev_ft,latitude,longitude,site_name,sntl_id,d_swe,id,apr1_x,apr1_y,apr1_met,peak_x,peak_y,sm50_x,sm50_y
2021,2021,1135,6.3,3.15,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,6.3,1,NA,TBD,6.3,no data,8000,40.98,-110.85,Burts Miller Ranch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1136,13.9,6.95,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,13.9,1,NA,TBD,13.9,no data,7690,41.32,-116.34,Toe Jam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1137,7.6,3.8,2021-03-17,168,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,7.5,NA,NA,TBD,7.5,no data,7890,39.45,-115.98,Vacarro Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1138,0.4,0.2,2020-10-26,26,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,NA,1,NA,TBD,no data,no data,9050,36.18,-108.95,Navajo Whiskey Ck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1139,3,1.5,2021-02-02,125,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,0.9,1,NA,TBD,0.9,no data,7100,35.26,-112.06,Chalender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1140,11.3,5.65,2021-03-18,169,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,11.1,1,NA,TBD,11.1,no data,7700,34.46,-111.38,Baker Butte Smt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1141,12.5,6.25,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,12.5,1,NA,TBD,12.5,no data,10640,38.99,-106.75,Upper Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1142,10.7,5.35,2021-03-01,152,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,10.4,1,NA,TBD,10.4,no data,3080,46.5,-115.8,Pierce R.S.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1143,6.7,3.35,2021-02-23,146,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,5.1,1,NA,TBD,5.1,no data,9200,36.33,-109.06,Beaver Spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1144,9.5,4.75,2021-03-13,164,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,9.2,NA,NA,TBD,9.2,no data,5650,47.98,-114.35,Blacktail Mtn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1145,8.8,4.4,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,8.8,NA,NA,TBD,8.8,no data,7220,41.25,-111.41,Kilfoil Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1146,7.9,3.95,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,7.9,NA,NA,TBD,7.9,no data,7850,39.35,-112.33,Oak Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1147,10,5,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,10,NA,NA,TBD,10,no data,10060,39.01,-114.31,Wheeler Peak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1148,4.1,2.05,2021-03-18,169,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,3.6,NA,NA,TBD,3.6,no data,8350,37.7,-112.65,Panguitch Lake RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1149,8.6,4.3,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,8.6,NA,NA,TBD,8.6,no data,8798,38.5,-111.77,Fish Lake Utah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1150,6.5,3.25,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,6.5,NA,NA,TBD,6.5,no data,7775,39.56,-114.63,Kalamazoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1151,13.2,6.6,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,13.2,NA,NA,TBD,13.2,no data,8964,41.92,-113.41,George Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1152,9.1,4.55,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,9.1,NA,NA,TBD,9.1,no data,10578,39.16,-114.61,Cave Mountain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1153,11.7,5.85,2021-03-19,170,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,11.5,NA,NA,TBD,11.5,no data,8924,37.87,-109.45,Buckboard Flat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1154,12.9,6.45,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,12.9,NA,NA,TBD,12.9,no data,10039,37.68,-112.86,Brian Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1155,2.9,1.45,2021-03-02,153,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,1,NA,NA,TBD,1,no data,7537,39.46,-114.65,Bird Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1156,6.2,3.1,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,6.2,NA,NA,TBD,6.2,no data,9228,38.5,-112.01,Box Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1158,8,4,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,8,NA,NA,TBD,8,no data,4580,42.22,-122.37,Howard Prairie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1159,12.9,6.45,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,12.9,NA,NA,TBD,12.9,no data,5360,48.95,-118.99,Gold Axe Camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1160,16.3,8.15,2021-03-20,171,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,15.8,NA,NA,TBD,15.8,no data,10740,37.52,-107.32,Weminuche Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1161,11.8,5.9,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,11.8,NA,NA,TBD,11.8,no data,8920,40.89,-105.66,Black Mountain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1162,7.1,3.55,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,7.1,NA,NA,TBD,7.1,no data,8869,40.96,-110.58,Blacks Fork Jct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1163,10,5,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,10,NA,NA,TBD,10,no data,9360,40.88,-110.54,EF Blacks Fork GS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1164,17.1,8.55,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,17.1,NA,NA,TBD,17.1,no data,9796,40.48,-111.04,Wolf Creek Peak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1166,51.7,25.85,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,51.7,NA,NA,TBD,51.7,no data,4720,44.33,-122.09,Bear Grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1167,7.6,3.8,2021-02-28,151,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,3.9,NA,NA,TBD,3.9,no data,3270,44.3,-122.04,Smith Ridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1168,17.1,8.55,2021-03-21,172,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,17,NA,NA,TBD,17,no data,11057,36.58,-105.46,Taos Powderhorn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1169,9,4.5,2021-03-19,170,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,7.1,NA,NA,TBD,7.1,no data,10100,36.79,-105.24,Shuree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1170,6.1,3.05,2021-03-17,168,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,4,NA,NA,TBD,4,no data,9350,36.41,-105.33,Palo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1171,37.2,18.6,2021-03-10,161,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,36,NA,NA,TBD,36,no data,2930,48.07,-120.85,Trinity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1172,7.9,3.95,2021-03-20,171,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,7.4,NA,NA,TBD,7.4,no data,9100,36.86,-106.23,San Antonio Sink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1173,5.1,2.55,2021-03-03,154,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,0.7,NA,NA,TBD,0.7,no data,10160,36.01,-106.55,Garita Peak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1175,5.3,2.65,2021-03-19,170,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,5.2,3,NA,TBD,5.2,no data,310,67.93,-162.28,Kelly Station,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1182,4.4,2.2,2021-03-19,170,NA,173,2021-03-22,TBD,NA,0.2,2021-03-22,173,4.3,30,NA,TBD,4.3,NA,640,66.92,-151.53,Bettles Field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1184,8.2,4.1,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,8.2,NA,NA,TBD,8.2,no data,8396,38.79,-111.69,Gooseberry RS Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1185,15.4,7.7,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,15.4,NA,NA,TBD,15.4,no data,11580,37.79,-108.18,Black Mesa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1186,16.5,8.25,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,16.5,NA,NA,TBD,16.5,no data,11150,39.87,-105.87,Fool Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1187,16.5,8.25,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,16.5,NA,NA,TBD,16.5,no data,10620,40.04,-105.75,High Lonesome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1188,9,4.5,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,9,NA,NA,TBD,9,no data,11100,37.88,-107.36,Wager Gulch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1189,3.4,1.7,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,3.4,NA,NA,TBD,3.4,no data,1050,64.79,-141.23,American Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1192,12.6,6.3,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,12.6,NA,NA,TBD,12.6,no data,9632,40.84,-110.66,Buck Pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1194,11.1,5.55,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,11.1,NA,NA,TBD,11.1,no data,7615,41.49,-119,Summit Lk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1195,7.6,3.8,2021-03-14,165,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,6,NA,NA,TBD,6,no data,6616,40.88,-117.59,Golconda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1196,37,18.5,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,37,NA,NA,TBD,37,no data,10500,41.38,-106.35,Med Bow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1197,7.2,3.6,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,7.2,NA,NA,TBD,7.2,no data,8692,37.75,-112.77,Yankee Reservoir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1207,0,0,2020-10-01,1,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,NA,NA,NA,TBD,no data,no data,6915,41.89,-115.86,Merritt Mountain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1212,3.9,1.95,2021-02-01,124,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,0.5,NA,NA,TBD,0.5,no data,6393,34.86,-111.61,Bar M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1214,6.8,3.4,2021-03-04,155,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,3.5,NA,NA,TBD,3.5,no data,6520,40.46,-112.25,Bevans Cabin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1215,8.9,4.45,2021-03-19,170,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,8.4,NA,NA,TBD,8.4,no data,8783,38.48,-109.29,Lasal Mountain-Lower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1216,17.3,8.65,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,17.3,NA,NA,TBD,17.3,no data,9652,39.62,-111.31,Huntington Horse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1217,8.3,4.15,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,8.3,NA,NA,TBD,8.3,no data,7206,39.5,-111.73,Rees Flat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1221,11.4,5.7,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,11.4,NA,NA,TBD,11.4,no data,8801,39.32,-111.49,GBRC HQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1222,16.3,8.15,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,16.3,NA,NA,TBD,16.3,no data,9858,39.3,-111.45,GBRC Meadows,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1223,8.3,4.15,2021-03-06,157,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,7.6,NA,NA,TBD,7.6,no data,7377,40.19,-111.36,Hobble Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1224,18.6,9.3,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,18.6,NA,NA,TBD,18.6,no data,9524,39.14,-111.51,Mt Baldy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1225,11,5.5,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,11,NA,NA,TBD,11,no data,8532,40.68,-111.22,Redden Mine Lwr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1226,10.5,5.25,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,10.5,NA,NA,TBD,10.5,no data,8787,39.24,-111.52,Thistle Flat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1227,7.4,3.7,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,7.4,NA,NA,TBD,7.4,no data,8596,39.42,-111.25,Upper Joes Valley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1228,9.3,4.65,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,9.3,NA,NA,TBD,9.3,no data,9327,39.13,-111.36,Wrigley Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1231,8,4,2021-03-20,171,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,7.7,NA,NA,TBD,7.7,no data,3960,45.99,-120.68,Satus Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1236,5.4,2.7,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,5.4,NA,NA,TBD,5.4,no data,8207,39.66,-110.38,Corral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1242,6.4,3.2,2021-03-20,171,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,6,NA,NA,TBD,6,no data,6493,39.25,-119.88,Little Valley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1243,5,2.5,2021-03-02,153,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,1.9,NA,NA,TBD,1.9,no data,6555,40.86,-115.22,Dry Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1244,12,6,2021-03-15,166,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,11.8,NA,NA,TBD,11.8,no data,7760,40.86,-115.12,Pole Canyon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1247,11.2,5.6,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,11.2,NA,NA,TBD,11.2,no data,9122,39.74,-113.98,Takka Wiiya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1248,7.8,3.9,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,7.8,NA,NA,TBD,7.8,no data,8050,37.6,-112.93,Suu Ranch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1249,8.1,4.05,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,8.1,NA,NA,TBD,8.1,no data,10018,38.05,-111.34,Sunflower Flat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1251,20.3,10.15,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,20.3,NA,NA,TBD,20.3,no data,9620,40.14,-105.59,Sawtooth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1252,14.8,7.4,2021-03-20,171,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,14.7,NA,NA,TBD,14.7,no data,8780,40.8,-107.1,Elkhead Divide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1254,10.6,5.3,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,10.6,NA,NA,TBD,10.6,no data,10664,36.07,-105.63,Rio Santa Barbara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1256,12.2,6.1,2021-03-13,164,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,10.9,NA,NA,TBD,10.9,no data,4390,48.19,-118.46,Gold Mountain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1257,49.1,24.55,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,49.1,NA,NA,TBD,49.1,no data,3770,46.64,-121.83,Skate Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1258,6.3,3.15,2021-02-27,150,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,4.4,NA,NA,TBD,4.4,no data,5680,41.99,-120.72,State Line,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1259,10.8,5.4,2021-02-26,149,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,9.4,NA,NA,TBD,9.4,no data,4470,48.59,-119.87,Muckamuck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1260,4.1,2.05,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,4.1,NA,NA,TBD,4.1,no data,500,64.76,-147.22,Chena Lakes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1261,5.5,2.75,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,5.5,NA,NA,TBD,5.5,no data,9410,38.07,-110.77,Lonesome Beaver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1262,2.8,1.4,2021-03-15,166,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,1.5,NA,NA,TBD,1.5,no data,6798,41.57,-115.94,Fry Canyon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1263,42,21,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,42,NA,NA,TBD,42,no data,4440,46.32,-121.94,Pinto Rock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1267,10,5,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,10,NA,NA,TBD,10,no data,160,61.75,-150.89,Alexander Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1268,6.8,3.4,2021-02-28,151,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,6.3,NA,NA,TBD,6.3,no data,3000,63.2,-145.63,Fielding Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1269,4.8,2.4,2021-03-20,171,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,4.6,NA,NA,TBD,4.6,no data,9209,37.98,-110.79,Mt Pennell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1270,23.3,11.65,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,23.3,NA,NA,TBD,23.3,no data,2065,58.7,-134.86,Heen Latinee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1271,8.7,4.35,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,8.7,NA,NA,TBD,8.7,no data,8300,33.97,-109.77,Hawley Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1272,5.6,2.8,2021-03-14,165,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,4.8,NA,NA,TBD,4.8,no data,6520,41.86,-115.08,ONeil Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1275,4.1,2.05,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,4.1,NA,NA,TBD,4.1,no data,3585,64.15,-141.33,Jack Wade Jct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1277,9.2,4.6,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,9.2,NA,NA,TBD,9.2,no data,7208,40.69,-120.61,Fredonyer Peak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1278,12.8,6.4,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,12.8,NA,NA,TBD,12.8,no data,9319,38.95,-112.15,Bobs Hollow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1280,13.4,6.7,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,13.4,NA,NA,TBD,13.4,no data,7835,39.92,-111.72,Santaquin Meadows,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1285,36.9,18.45,2021-03-21,172,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,36.8,NA,NA,TBD,36.8,no data,2510,59.4,-136.28,Flower Mountain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1286,27.7,13.85,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,27.7,NA,NA,TBD,27.7,no data,8620,45.37,-113.72,Slagamelt Lakes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,1287,8.7,4.35,2021-03-22,173,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,8.7,NA,NA,TBD,8.7,no data,8800,44.78,-113.12,JL Meadow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,2029,7.6,3.8,2021-03-02,153,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,5.1,9,NA,TBD,5.1,no data,5600,43.29,-116.84,Reynolds Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,2170,2.7,1.35,2021-03-02,153,NA,173,2021-03-22,TBD,NA,NA,2021-03-22,173,0.5,NA,NA,TBD,0.5,no data,7187,39.47,-117.62,Porter Canyon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,301,14.3,7.15,2021-03-15,166,NA,173,2021-03-22,TBD,NA,0.6538461538461539,2021-03-22,173,13.9,26,NA,TBD,13.9,NA,6190,41.24,-120.79,Adin Mtn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,303,7.9,3.95,2021-03-19,170,NA,173,2021-03-22,TBD,NA,0.5333333333333333,2021-03-22,173,7,30,NA,TBD,7,NA,10000,37.33,-105.07,Apishapa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,304,18.5,9.25,2021-03-22,173,NA,173,2021-03-22,TBD,NA,0.5333333333333333,2021-03-22,173,18.5,30,NA,TBD,18.5,NA,5770,45.19,-119.25,Arbuckle Mtn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,306,23.1,11.55,2021-03-22,173,NA,173,2021-03-22,TBD,NA,0.39285714285714285,2021-03-22,173,23.1,28,NA,TBD,23.1,NA,7580,43.76,-115.24,Atlanta Summit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,307,29.9,14.95,2021-03-22,173,NA,173,2021-03-22,TBD,NA,0.6333333333333333,2021-03-22,173,29.9,30,NA,TBD,29.9,NA,6900,48.13,-113.02,Badger Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,308,5.4,2.7,2021-02-01,124,NA,173,2021-03-22,TBD,NA,0.4,2021-03-22,173,1.2,30,NA,TBD,1.2,NA,7300,34.46,-111.41,Baker Butte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,309,15.1,7.55,2021-03-22,173,NA,173,2021-03-22,TBD,NA,0.36666666666666664,2021-03-22,173,15.1,30,NA,TBD,15.1,NA,9380,44.8,-107.84,Bald Mtn.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,310,2.1,1.05,2021-02-02,125,NA,173,2021-03-22,TBD,NA,0.13333333333333333,2021-03-22,173,0,30,NA,TBD,0,NA,9125,33.98,-109.5,Baldy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,311,13.3,6.65,2021-03-22,173,NA,173,2021-03-22,TBD,NA,0.13333333333333333,2021-03-22,173,13.3,30,NA,TBD,13.3,NA,5600,48.57,-115.45,Banfield Mountain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2021,312,21.6,10.8,2021-03-22,173,NA,173,2021-03-22,TBD,NA,0.4,2021-03-22,173,21.6,30,NA,TBD,21.6,NA,7040,44.3,-115.23,Banner Summit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
