x,y,site_id,date,water_year,water_day,swe,year,peak_swe,sm50_swe,peak_date,peak_day,peak_met,sm50_day,sm50_date,sm50_met,apr1_swe,ptile_swe,wy_n,elev_ft,latitude,longitude,site_name,sntl_id,d_peak,d_sm50,d_apr1,d_peak_log,d_peak_sqrt,d_swe,d_swe_log,d_swe_scaled,apr1_x,apr1_y,peak_x,peak_y,sm50_x,sm50_y
548.89,211.88,1001,2021-03-22,2021,173,40.8,2021,40.8,20.4,2021-03-22,173,TBD,173,2021-03-22,TBD,40.8,NA,11,850,58.19,-133.83,Long Lake,sntl_1001,M95 59.461538 L100 79.769231 L105 65.153846 L110 78.615385 L115 70.307692 L120 70.076923 L125 77.461538 L130 48.230769 L135 53.461538 L140 57.923077 L145 68.076923 L150 77.923077 L155 57.769231 L160 59.230769 L165 68.769231 L170 86.384615 L175 79.230769 L180 75.230769 L185 81 L190 81.615385 L195 62.923077 L200 68.615385,M95 20.4 L100 26.4 L105 22.4 L110 28 L115 27.2 L120 29.6 L125 24.4 L130 16 L135 18.4 L140 20.4 L145 26 L150 25.2 L155 19.2 L160 19.6 L165 26.4 L170 31.6 L175 36.4 L180 29.6 L185 30.8 L190 31.2 L195 24.4 L200 50.8,M95 63.5 L100 83.333333 L105 65 L110 79.583333 L115 71.75 L120 71.666667 L125 77.75 L130 49.5 L135 58.75 L140 62.916667 L145 69.25 L150 78.75 L155 55.5 L160 61.5 L165 71.083333 L170 86.75 L175 78 L180 78.25 L185 81.416667 L190 81.916667 L195 63 L200 66,M95 20.33174 L100 33.862266 L105 23.297161 L110 32.792492 L115 26.423418 L120 26.272474 L125 31.777046 L130 15.521805 L135 17.619257 L140 19.600397 L145 25.009918 L150 32.177059 L155 19.528712 L160 20.220319 L165 25.437997 L170 41.42953 L175 33.35591 L180 29.949002 L185 35.07018 L190 35.702644 L195 22.082128 L200 25.342073,M95 36.874117 L100 55.40563 L105 41.473674 L110 54.151561 L115 45.974871 L120 45.765335 L125 52.930892 L130 28.663846 L135 32.363699 L140 35.687436 L145 43.982179 L150 53.415321 L155 35.56997 L160 36.694697 L165 44.592931 L170 63.416202 L175 54.816066 L180 50.656484 L185 56.783396 L190 57.489021 L195 39.629374 L200 44.456628,M0 200 L1.117318 200 L2.234637 200 L3.351955 200 L4.469274 200 L5.586592 200 L6.703911 200 L7.821229 200 L8.938547 200 L10.055866 200 L11.173184 200 L12.290503 200 L13.407821 200 L14.52514 200 L15.642458 200 L16.759777 200 L17.877095 200 L18.994413 200 L20.111732 200 L21.22905 200 L22.346369 200 L23.463687 200 L24.581006 200 L25.698324 200 L26.815642 200 L27.932961 198.4 L29.050279 200 L30.167598 200 L31.284916 200 L32.402235 200 L33.519553 200 L34.636872 200 L35.75419 199 L36.871508 198.6 L37.988827 198 L39.106145 197 L40.223464 196.6 L41.340782 196.6 L42.458101 196.4 L43.575419 195.2 L44.692737 195.2 L45.810056 195.2 L46.927374 194.8 L48.044693 192.6 L49.162011 191.8 L50.27933 189.8 L51.396648 189.6 L52.513966 189.6 L53.631285 189.6 L54.748603 189.6 L55.865922 189.2 L56.98324 188.8 L58.100559 188 L59.217877 187 L60.335196 184.6 L61.452514 184 L62.569832 183.6 L63.687151 184 L64.804469 183.8 L65.921788 182.4 L67.039106 182.2 L68.156425 180.8 L69.273743 182.8 L70.391061 186.2 L71.50838 186.8 L72.625698 188.2 L73.743017 189.2 L74.860335 190.6 L75.977654 191 L77.094972 190.6 L78.212291 190.2 L79.329609 190 L80.446927 189.4 L81.564246 189.2 L82.681564 189 L83.798883 187.8 L84.916201 187.6 L86.03352 186.4 L87.150838 184.4 L88.268156 183.6 L89.385475 183.2 L90.502793 182.8 L91.620112 182.4 L92.73743 182.2 L93.854749 180.8 L94.972067 180.4 L96.089385 180.4 L97.206704 179.6 L98.324022 179.6 L99.441341 179.6 L100.558659 178.6 L101.675978 178 L102.793296 178 L103.910615 178 L105.027933 177.4 L106.145251 176.2 L107.26257 175.6 L108.379888 173.6 L109.497207 172 L110.614525 171.6 L111.731844 170.6 L112.849162 170 L113.96648 168.2 L115.083799 167.2 L116.201117 166.4 L117.318436 165.6 L118.435754 162.6 L119.553073 162.2 L120.670391 161.4 L121.787709 161.4 L122.905028 160.8 L124.022346 160.6 L125.139665 160.4 L126.256983 160 L127.374302 160 L128.49162 159.2 L129.608939 159.2 L130.726257 159.2 L131.843575 159.2 L132.960894 159.2 L134.078212 159.2 L135.195531 159.2 L136.312849 159.2 L137.430168 159.2 L138.547486 158.2 L139.664804 158.2 L140.782123 157 L141.899441 157 L143.01676 156.6 L144.134078 156.4 L145.251397 156.4 L146.368715 156.4 L147.486034 156.4 L148.603352 156.4 L149.72067 156.4 L150.837989 156.4 L151.955307 156.4 L153.072626 156.4 L154.189944 156.4 L155.307263 155.6 L156.424581 155.6 L157.541899 154 L158.659218 154 L159.776536 153.2 L160.893855 153.2 L162.011173 152.2 L163.128492 152.2 L164.24581 148.8 L165.363128 147.8 L166.480447 146.8 L167.597765 143.6 L168.715084 143.6 L169.832402 138.6 L170.949721 135.8 L172.067039 134 L173.184358 132.4 L174.301676 131.6 L175.418994 131.2 L176.536313 131.2 L177.653631 130.8 L178.77095 130.8 L179.888268 130.6 L181.005587 129.8 L182.122905 129.8 L183.240223 129.8 L184.357542 129.2 L185.47486 126.8 L186.592179 125 L187.709497 122.6 L188.826816 121.6 L189.944134 121.2 L191.061453 120 L192.178771 118.4,M0 200 L1.117318 200 L2.234637 200 L3.351955 200 L4.469274 200 L5.586592 200 L6.703911 200 L7.821229 200 L8.938547 200 L10.055866 200 L11.173184 200 L12.290503 200 L13.407821 200 L14.52514 200 L15.642458 200 L16.759777 200 L17.877095 200 L18.994413 200 L20.111732 200 L21.22905 200 L22.346369 200 L23.463687 200 L24.581006 200 L25.698324 200 L26.815642 200 L27.932961 190.203556 L29.050279 200 L30.167598 200 L31.284916 200 L32.402235 200 L33.519553 200 L34.636872 200 L35.75419 193.242248 L36.871508 191.156196 L37.988827 188.447547 L39.106145 184.728488 L40.223464 183.445804 L41.340782 183.445804 L42.458101 182.839676 L43.575419 179.603743 L44.692737 179.603743 L45.810056 179.603743 L46.927374 178.651103 L48.044693 174.207292 L49.162011 172.845991 L50.27933 169.861854 L51.396648 169.590845 L52.513966 169.590845 L53.631285 169.590845 L54.748603 169.590845 L55.865922 169.0617 L56.98324 168.548839 L58.100559 167.568164 L59.217877 166.418283 L60.335196 163.944616 L61.452514 163.37959 L62.569832 163.013275 L63.687151 163.37959 L64.804469 163.195426 L65.921788 161.960294 L67.039106 161.791087 L68.156425 160.652433 L69.273743 162.303948 L70.391061 165.552287 L71.50838 166.197529 L72.625698 167.807976 L73.743017 169.0617 L74.860335 170.99223 L75.977654 171.587532 L77.094972 170.99223 L78.212291 170.417461 L79.329609 170.137342 L80.446927 169.324173 L81.564246 169.0617 L82.681564 168.803297 L83.798883 167.331754 L84.916201 167.09865 L86.03352 165.764604 L87.150838 163.754138 L88.268156 163.013275 L89.385475 162.654839 L90.502793 162.303948 L91.620112 161.960294 L92.73743 161.791087 L93.854749 160.652433 L94.972067 160.340898 L96.089385 160.340898 L97.206704 159.73477 L98.324022 159.73477 L99.441341 159.73477 L100.558659 159.006853 L101.675978 158.584889 L102.793296 158.584889 L103.910615 158.584889 L105.027933 158.173346 L106.145251 157.379545 L107.26257 156.996386 L108.379888 155.779301 L109.497207 154.86583 L110.614525 154.645076 L111.731844 154.105655 L112.849162 153.790188 L113.96648 152.878106 L115.083799 152.392163 L116.201117 152.013359 L117.318436 151.642973 L118.435754 150.323023 L119.553073 150.154671 L120.670391 149.822985 L121.787709 149.822985 L122.905028 149.578482 L124.022346 149.497772 L125.139665 149.41745 L126.256983 149.257959 L127.374302 149.257959 L128.49162 148.943485 L129.608939 148.943485 L130.726257 148.943485 L131.843575 148.943485 L132.960894 148.943485 L134.078212 148.943485 L135.195531 148.943485 L136.312849 148.943485 L137.430168 148.943485 L138.547486 148.558556 L139.664804 148.558556 L140.782123 148.108078 L141.899441 148.108078 L143.01676 147.960585 L144.134078 147.887324 L145.251397 147.887324 L146.368715 147.887324 L147.486034 147.887324 L148.603352 147.887324 L149.72067 147.887324 L150.837989 147.887324 L151.955307 147.887324 L153.072626 147.887324 L154.189944 147.887324 L155.307263 147.597462 L156.424581 147.597462 L157.541899 147.032436 L158.659218 147.032436 L159.776536 146.756948 L160.893855 146.756948 L162.011173 146.41887 L163.128492 146.41887 L164.24581 145.318146 L165.363128 145.007771 L166.480447 144.70307 L167.597765 143.763855 L168.715084 143.763855 L169.832402 142.394722 L170.949721 141.674445 L172.067039 141.227325 L173.184358 140.83971 L174.301676 140.649232 L175.418994 140.554803 L176.536313 140.554803 L177.653631 140.460906 L178.77095 140.460906 L179.888268 140.414155 L181.005587 140.228452 L182.122905 140.228452 L183.240223 140.228452 L184.357542 140.09052 L185.47486 139.549932 L186.592179 139.155696 L187.709497 138.644147 L188.826816 138.43555 L189.944134 138.352837 L191.061453 138.107132 L192.178771 137.785061,M0 200 L1.117318 200 L2.234637 200 L3.351955 200 L4.469274 200 L5.586592 200 L6.703911 200 L7.821229 200 L8.938547 200 L10.055866 200 L11.173184 200 L12.290503 200 L13.407821 200 L14.52514 200 L15.642458 200 L16.759777 200 L17.877095 200 L18.994413 200 L20.111732 200 L21.22905 200 L22.346369 200 L23.463687 200 L24.581006 200 L25.698324 200 L26.815642 200 L27.932961 197.222222 L29.050279 200 L30.167598 200 L31.284916 200 L32.402235 200 L33.519553 200 L34.636872 200 L35.75419 200 L36.871508 200 L37.988827 200 L39.106145 200 L40.223464 200 L41.340782 200 L42.458101 197.222222 L43.575419 188.888889 L44.692737 183.333333 L45.810056 183.333333 L46.927374 183.333333 L48.044693 183.333333 L49.162011 183.333333 L50.27933 183.333333 L51.396648 183.333333 L52.513966 183.333333 L53.631285 188.888889 L54.748603 194.444444 L55.865922 200 L56.98324 200 L58.100559 200 L59.217877 200 L60.335196 188.888889 L61.452514 188.888889 L62.569832 188.888889 L63.687151 188.888889 L64.804469 188.888889 L65.921788 188.888889 L67.039106 188.888889 L68.156425 188.888889 L69.273743 188.888889 L70.391061 188.888889 L71.50838 188.888889 L72.625698 188.888889 L73.743017 188.888889 L74.860335 188.888889 L75.977654 188.888889 L77.094972 188.888889 L78.212291 188.888889 L79.329609 188.888889 L80.446927 188.888889 L81.564246 175 L82.681564 172.222222 L83.798883 172.222222 L84.916201 172.222222 L86.03352 172.222222 L87.150838 169.444444 L88.268156 163.888889 L89.385475 163.888889 L90.502793 163.888889 L91.620112 163.888889 L92.73743 163.888889 L93.854749 163.888889 L94.972067 163.888889 L96.089385 163.888889 L97.206704 163.888889 L98.324022 163.888889 L99.441341 147.222222 L100.558659 141.666667 L101.675978 141.666667 L102.793296 141.666667 L103.910615 141.666667 L105.027933 141.666667 L106.145251 141.666667 L107.26257 141.666667 L108.379888 141.666667 L109.497207 141.666667 L110.614525 141.666667 L111.731844 141.666667 L112.849162 138.888889 L113.96648 138.888889 L115.083799 138.888889 L116.201117 138.888889 L117.318436 138.888889 L118.435754 138.888889 L119.553073 138.888889 L120.670391 138.888889 L121.787709 138.888889 L122.905028 138.888889 L124.022346 138.888889 L125.139665 138.888889 L126.256983 138.888889 L127.374302 133.333333 L128.49162 125 L129.608939 125 L130.726257 116.666667 L131.843575 116.666667 L132.960894 116.666667 L134.078212 116.666667 L135.195531 113.888889 L136.312849 113.888889 L137.430168 113.888889 L138.547486 113.888889 L139.664804 113.888889 L140.782123 113.888889 L141.899441 113.888889 L143.01676 113.888889 L144.134078 113.888889 L145.251397 113.888889 L146.368715 113.888889 L147.486034 111.111111 L148.603352 111.111111 L149.72067 111.111111 L150.837989 108.333333 L151.955307 77.777778 L153.072626 63.888889 L154.189944 61.111111 L155.307263 50 L156.424581 33.333333 L157.541899 33.333333 L158.659218 33.333333 L159.776536 30.555556 L160.893855 30.555556 L162.011173 30.555556 L163.128492 30.555556 L164.24581 25 L165.363128 25 L166.480447 25 L167.597765 25 L168.715084 25 L169.832402 25 L170.949721 25 L172.067039 25 L173.184358 22.222222 L174.301676 22.222222 L175.418994 22.222222 L176.536313 22.222222 L177.653631 25 L178.77095 25 L179.888268 25 L181.005587 19.444444 L182.122905 13.888889 L183.240223 11.111111 L184.357542 8.333333 L185.47486 8.333333 L186.592179 5.555556 L187.709497 5.555556 L188.826816 8.333333 L189.944134 8.333333 L191.061453 2.777778 L192.178771 0,192.178771,118.4,192.178771,118.4,192.178771,159.2
382.43,212.17,1003,2021-03-22,2021,173,14.2,2021,14.5,7.25,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,14.2,0.8181818181818182,22,1320,59.74,-151.25,Mcneil Canyon,sntl_1003,M30 87.923077 L35 100 L45 92.692308 L50 92.538462 L55 85.692308 L60 92.076923 L65 93.076923 L70 90.692308 L75 96.230769 L80 95.076923 L85 92.692308 L90 89.076923 L95 89.538462 L100 86.461538 L105 86.461538 L110 93.384615 L115 89.307692 L120 91.076923 L125 91.923077 L130 91.923077 L135 89.692308 L140 93.307692 L145 85.307692 L150 92.461538 L155 85.076923 L160 89.230769 L165 95.384615 L170 97.923077 L175 90.461538 L180 92.461538 L185 94.615385 L190 94 L195 92.615385 L200 88.846154,M30 29.2 L35 NA L45 39.2 L50 31.2 L55 27.2 L60 35.2 L65 36.4 L70 34 L75 37.2 L80 37.2 L85 28.8 L90 28.4 L95 30.4 L100 29.2 L105 29.6 L110 43.2 L115 33.2 L120 36.8 L125 29.6 L130 35.6 L135 29.6 L140 36.4 L145 30.8 L150 34.8 L155 32.4 L160 29.2 L165 39.6 L170 36.8 L175 43.6 L180 37.2 L185 37.6 L190 42.8 L195 37.6 L200 50.8,M30 88.333333 L35 NA L45 92.666667 L50 93.75 L55 87 L60 93.25 L65 92.833333 L70 90.25 L75 96.333333 L80 95.333333 L85 94.166667 L90 90.916667 L95 90.666667 L100 86.583333 L105 85.916667 L110 95.5 L115 91 L120 91.25 L125 92.416667 L130 91.416667 L135 89.583333 L140 93.916667 L145 87.666667 L150 93.416667 L155 85.75 L160 90.833333 L165 95.166667 L170 98.666667 L175 90.416667 L180 91.916667 L185 94.333333 L190 NA L195 93.333333 L200 88.166667,M30 43.691826 L35 100 L45 52.972495 L50 52.595125 L55 40.489409 L60 51.503945 L65 53.948298 L70 48.547755 L75 64.500953 L80 59.9704 L85 52.972495 L90 45.574091 L95 46.379569 L100 41.536768 L105 41.536768 L110 54.764738 L115 45.972776 L120 49.326064 L125 51.153059 L130 51.153059 L135 46.655436 L140 54.557482 L145 39.985604 L150 52.409077 L155 39.689302 L160 45.838996 L165 61.081797 L170 73.833344 L175 48.094906 L180 52.409077 L185 58.411169 L190 56.504966 L195 52.78292 L200 45.1832,M30 65.545021 L35 100 L45 73.1982 L50 72.917545 L55 62.497637 L60 72.09251 L65 73.913043 L70 69.752127 L75 80.751353 L80 78.001547 L85 73.1982 L90 67.232272 L95 67.932019 L100 63.519692 L105 63.519692 L110 74.499342 L115 67.580258 L120 70.383676 L125 71.822867 L130 71.822867 L135 68.168687 L140 74.351511 L145 61.996916 L150 72.778303 L155 61.699625 L160 67.463849 L165 78.700089 L170 85.711585 L175 69.379449 L180 72.778303 L185 76.993467 L190 75.714365 L195 73.057507 L200 66.887943,M0 200 L1.117318 200 L2.234637 200 L3.351955 200 L4.469274 200 L5.586592 200 L6.703911 200 L7.821229 200 L8.938547 200 L10.055866 200 L11.173184 200 L12.290503 200 L13.407821 200 L14.52514 200 L15.642458 200 L16.759777 200 L17.877095 200 L18.994413 200 L20.111732 200 L21.22905 200 L22.346369 200 L23.463687 200 L24.581006 200 L25.698324 200 L26.815642 200 L27.932961 199.6 L29.050279 200 L30.167598 200 L31.284916 200 L32.402235 200 L33.519553 200 L34.636872 200 L35.75419 200 L36.871508 200 L37.988827 200 L39.106145 200 L40.223464 200 L41.340782 200 L42.458101 200 L43.575419 200 L44.692737 200 L45.810056 200 L46.927374 199 L48.044693 198 L49.162011 198 L50.27933 198 L51.396648 197.8 L52.513966 197.8 L53.631285 197.8 L54.748603 197.8 L55.865922 197.8 L56.98324 197.4 L58.100559 195.8 L59.217877 195.4 L60.335196 194.8 L61.452514 194.8 L62.569832 194 L63.687151 194 L64.804469 193.6 L65.921788 192.4 L67.039106 192.4 L68.156425 191 L69.273743 190 L70.391061 189.6 L71.50838 189.6 L72.625698 189.6 L73.743017 189.6 L74.860335 189.4 L75.977654 189.4 L77.094972 189.4 L78.212291 189.4 L79.329609 189.4 L80.446927 189.4 L81.564246 189.4 L82.681564 189.4 L83.798883 189.4 L84.916201 189.8 L86.03352 189.4 L87.150838 189 L88.268156 188.8 L89.385475 188.2 L90.502793 188.2 L91.620112 188.2 L92.73743 187.2 L93.854749 187 L94.972067 187 L96.089385 187 L97.206704 187 L98.324022 186 L99.441341 186 L100.558659 185.8 L101.675978 185.4 L102.793296 185.2 L103.910615 184.8 L105.027933 184.6 L106.145251 184.4 L107.26257 184.2 L108.379888 184.2 L109.497207 184 L110.614525 183.8 L111.731844 183.6 L112.849162 183 L113.96648 182.6 L115.083799 182 L116.201117 182 L117.318436 181.6 L118.435754 181.6 L119.553073 181.6 L120.670391 181.6 L121.787709 181.6 L122.905028 179.8 L124.022346 179.6 L125.139665 179.4 L126.256983 179.2 L127.374302 179.2 L128.49162 177.8 L129.608939 177.4 L130.726257 177.2 L131.843575 177.2 L132.960894 177 L134.078212 177 L135.195531 177 L136.312849 177 L137.430168 177 L138.547486 176.8 L139.664804 176.2 L140.782123 176.2 L141.899441 176.2 L143.01676 176.2 L144.134078 176.2 L145.251397 176.2 L146.368715 176.2 L147.486034 176.2 L148.603352 176.2 L149.72067 174.4 L150.837989 174.4 L151.955307 174.4 L153.072626 174.4 L154.189944 174.4 L155.307263 174.4 L156.424581 174.4 L157.541899 174 L158.659218 174 L159.776536 174 L160.893855 174 L162.011173 173.8 L163.128492 173.8 L164.24581 173.4 L165.363128 173.2 L166.480447 173.2 L167.597765 173 L168.715084 172.8 L169.832402 172.2 L170.949721 172.2 L172.067039 172.2 L173.184358 172.2 L174.301676 171.6 L175.418994 171.6 L176.536313 171.6 L177.653631 171.6 L178.77095 171.6 L179.888268 171.4 L181.005587 171.4 L182.122905 171.4 L183.240223 171.4 L184.357542 171 L185.47486 171 L186.592179 171 L187.709497 171 L188.826816 171 L189.944134 171.2 L191.061453 171.4 L192.178771 171.6,M0 200 L1.117318 200 L2.234637 200 L3.351955 200 L4.469274 200 L5.586592 200 L6.703911 200 L7.821229 200 L8.938547 200 L10.055866 200 L11.173184 200 L12.290503 200 L13.407821 200 L14.52514 200 L15.642458 200 L16.759777 200 L17.877095 200 L18.994413 200 L20.111732 200 L21.22905 200 L22.346369 200 L23.463687 200 L24.581006 200 L25.698324 200 L26.815642 200 L27.932961 196.961307 L29.050279 200 L30.167598 200 L31.284916 200 L32.402235 200 L33.519553 200 L34.636872 200 L35.75419 200 L36.871508 200 L37.988827 200 L39.106145 200 L40.223464 200 L41.340782 200 L42.458101 200 L43.575419 200 L44.692737 200 L45.810056 200 L46.927374 193.242248 L48.044693 188.447547 L49.162011 188.447547 L50.27933 188.447547 L51.396648 187.634378 L52.513966 187.634378 L53.631285 187.634378 L54.748603 187.634378 L55.865922 187.634378 L56.98324 186.118181 L58.100559 181.143298 L59.217877 180.101292 L60.335196 178.651103 L61.452514 178.651103 L62.569832 176.895094 L63.687151 176.895094 L64.804469 176.081925 L65.921788 173.856401 L67.039106 173.856401 L68.156425 171.587532 L69.273743 170.137342 L70.391061 169.590845 L71.50838 169.590845 L72.625698 169.590845 L73.743017 169.590845 L74.860335 169.324173 L75.977654 169.324173 L77.094972 169.324173 L78.212291 169.324173 L79.329609 169.324173 L80.446927 169.324173 L81.564246 169.324173 L82.681564 169.324173 L83.798883 169.324173 L84.916201 169.861854 L86.03352 169.324173 L87.150838 168.803297 L88.268156 168.548839 L89.385475 167.807976 L90.502793 167.807976 L91.620112 167.807976 L92.73743 166.642 L93.854749 166.418283 L94.972067 166.418283 L96.089385 166.418283 L97.206704 166.418283 L98.324022 165.342641 L99.441341 165.342641 L100.558659 165.135599 L101.675978 164.729075 L102.793296 164.529472 L103.910615 164.137297 L105.027933 163.944616 L106.145251 163.754138 L107.26257 163.565812 L108.379888 163.565812 L109.497207 163.37959 L110.614525 163.195426 L111.731844 163.013275 L112.849162 162.47847 L113.96648 162.131235 L115.083799 161.623582 L116.201117 161.623582 L117.318436 161.293538 L118.435754 161.293538 L119.553073 161.293538 L120.670391 161.293538 L121.787709 161.293538 L122.905028 159.884248 L124.022346 159.73477 L125.139665 159.586621 L126.256983 159.439777 L127.374302 159.439777 L128.49162 158.446576 L129.608939 158.173346 L130.726257 158.038392 L131.843575 158.038392 L132.960894 157.904523 L134.078212 157.904523 L135.195531 157.904523 L136.312849 157.904523 L137.430168 157.904523 L138.547486 157.77172 L139.664804 157.379545 L140.782123 157.379545 L141.899441 157.379545 L143.01676 157.379545 L144.134078 157.379545 L145.251397 157.379545 L146.368715 157.379545 L147.486034 157.379545 L148.603352 157.379545 L149.72067 156.255523 L150.837989 156.255523 L151.955307 156.255523 L153.072626 156.255523 L154.189944 156.255523 L155.307263 156.255523 L156.424581 156.255523 L157.541899 156.015711 L158.659218 156.015711 L159.776536 156.015711 L160.893855 156.015711 L162.011173 155.897087 L163.128492 155.897087 L164.24581 155.662341 L165.363128 155.546197 L166.480447 155.546197 L167.597765 155.430856 L168.715084 155.316308 L169.832402 154.977313 L170.949721 154.977313 L172.067039 154.977313 L173.184358 154.977313 L174.301676 154.645076 L175.418994 154.645076 L176.536313 154.645076 L177.653631 154.645076 L178.77095 154.645076 L179.888268 154.535786 L181.005587 154.535786 L182.122905 154.535786 L183.240223 154.535786 L184.357542 154.319333 L185.47486 154.319333 L186.592179 154.319333 L187.709497 154.319333 L188.826816 154.319333 L189.944134 154.427208 L191.061453 154.535786 L192.178771 154.645076,M0 200 L1.117318 200 L2.234637 200 L3.351955 200 L4.469274 200 L5.586592 200 L6.703911 200 L7.821229 200 L8.938547 200 L10.055866 200 L11.173184 200 L12.290503 200 L13.407821 200 L14.52514 200 L15.642458 200 L16.759777 200 L17.877095 200 L18.994413 200 L20.111732 200 L21.22905 200 L22.346369 200 L23.463687 200 L24.581006 200 L25.698324 200 L26.815642 200 L27.932961 197.222222 L29.050279 200 L30.167598 200 L31.284916 200 L32.402235 200 L33.519553 200 L34.636872 200 L35.75419 200 L36.871508 200 L37.988827 200 L39.106145 200 L40.223464 200 L41.340782 200 L42.458101 197.222222 L43.575419 188.888889 L44.692737 183.333333 L45.810056 183.333333 L46.927374 183.333333 L48.044693 183.333333 L49.162011 183.333333 L50.27933 183.333333 L51.396648 183.333333 L52.513966 183.333333 L53.631285 188.888889 L54.748603 194.444444 L55.865922 200 L56.98324 200 L58.100559 200 L59.217877 200 L60.335196 188.888889 L61.452514 188.888889 L62.569832 188.888889 L63.687151 188.888889 L64.804469 188.888889 L65.921788 188.888889 L67.039106 188.888889 L68.156425 188.888889 L69.273743 188.888889 L70.391061 188.888889 L71.50838 188.888889 L72.625698 188.888889 L73.743017 188.888889 L74.860335 188.888889 L75.977654 188.888889 L77.094972 188.888889 L78.212291 188.888889 L79.329609 188.888889 L80.446927 188.888889 L81.564246 175 L82.681564 172.222222 L83.798883 172.222222 L84.916201 172.222222 L86.03352 172.222222 L87.150838 169.444444 L88.268156 163.888889 L89.385475 163.888889 L90.502793 163.888889 L91.620112 163.888889 L92.73743 163.888889 L93.854749 163.888889 L94.972067 163.888889 L96.089385 163.888889 L97.206704 163.888889 L98.324022 163.888889 L99.441341 147.222222 L100.558659 141.666667 L101.675978 141.666667 L102.793296 141.666667 L103.910615 141.666667 L105.027933 141.666667 L106.145251 141.666667 L107.26257 141.666667 L108.379888 141.666667 L109.497207 141.666667 L110.614525 141.666667 L111.731844 141.666667 L112.849162 138.888889 L113.96648 138.888889 L115.083799 138.888889 L116.201117 138.888889 L117.318436 138.888889 L118.435754 138.888889 L119.553073 138.888889 L120.670391 138.888889 L121.787709 138.888889 L122.905028 138.888889 L124.022346 138.888889 L125.139665 138.888889 L126.256983 138.888889 L127.374302 133.333333 L128.49162 125 L129.608939 125 L130.726257 116.666667 L131.843575 116.666667 L132.960894 116.666667 L134.078212 116.666667 L135.195531 113.888889 L136.312849 113.888889 L137.430168 113.888889 L138.547486 113.888889 L139.664804 113.888889 L140.782123 113.888889 L141.899441 113.888889 L143.01676 113.888889 L144.134078 113.888889 L145.251397 113.888889 L146.368715 113.888889 L147.486034 111.111111 L148.603352 111.111111 L149.72067 111.111111 L150.837989 108.333333 L151.955307 77.777778 L153.072626 63.888889 L154.189944 61.111111 L155.307263 50 L156.424581 33.333333 L157.541899 33.333333 L158.659218 33.333333 L159.776536 30.555556 L160.893855 30.555556 L162.011173 30.555556 L163.128492 30.555556 L164.24581 25 L165.363128 25 L166.480447 25 L167.597765 25 L168.715084 25 L169.832402 25 L170.949721 25 L172.067039 25 L173.184358 22.222222 L174.301676 22.222222 L175.418994 22.222222 L176.536313 22.222222 L177.653631 25 L178.77095 25 L179.888268 25 L181.005587 19.444444 L182.122905 13.888889 L183.240223 11.111111 L184.357542 8.333333 L185.47486 8.333333 L186.592179 5.555556 L187.709497 5.555556 L188.826816 8.333333 L189.944134 8.333333 L191.061453 2.777778 L192.178771 0,192.178771,171.6,188.826816,171,192.178771,185.5
