"Date","year","month","day","j","06714800","06715000","06716100","06716500","09019500","09022000","09024000","09025000","09025300","09026500","09032000","09032100","09033300","09034900","09035500","394308105413800"
"2011-01-01",2011,1,1,1,NA,0.179512048050115,0.182671853688967,0.160008318688174,NA,0.203319807361198,0.160860467059047,0.164548002817298,0,0.161074767364383,0.127524702183406,0.332368908296943,NA,0.227722682470368,0.0414714478645223,NA
"2011-01-02",2011,1,2,2,NA,0.171849948438219,0.179380468937815,0.149726659656002,NA,0.203319807361198,0.160860467059047,0.164886578954782,0,0.156480834605328,0.126580074759825,0.330425230470645,NA,0.217601674360574,0.0414714478645223,NA
"2011-01-03",2011,1,3,3,NA,0.170755362779377,0.179380468937815,0.185712466268603,NA,0.204219452526513,0.157437903930131,0.165902307367235,0,0.158203559389974,0.129886270742358,0.328481552644347,NA,0.202420162195883,0.0449274018532325,NA
"2011-01-04",2011,1,4,4,NA,0.175133705414746,0.215585701200493,0.185712466268603,NA,0.199721226699938,0.157437903930131,0.165902307367235,0,0.15705507620021,0.129413957030568,0.32653787481805,NA,0.190612319401123,0.0495353405048461,NA
"2011-01-05",2011,1,5,5,NA,0.170755362779377,0.176089084186662,0.185069862579093,NA,0.198821581534623,0.157437903930131,0.164548002817298,0,0.141550553138397,0.127524702183406,0.32653787481805,NA,0.180491311291329,0.0524153021621046,NA
"2011-01-06",2011,1,6,6,NA,0.168566191461693,0.177734776562238,0.196636728990286,NA,0.193423710542732,0.154015340801215,0.163193698267362,0,0.13925358675887,0.128469329606987,0.32653787481805,NA,0.173743972551466,0.0524153021621046,NA
"2011-01-07",2011,1,7,7,NA,0.159809506190956,0.181026161313391,0.190853295784689,NA,0.190724775046787,0.154015340801215,0.163532274404846,0,0.140689190746075,0.125635447336245,0.322650519165454,NA,0.168683468496569,0.0512633174992012,NA
"2011-01-08",2011,1,8,8,NA,0.140106964331797,0.177734776562238,0.185069862579093,NA,0.188025839550842,0.150592777672299,0.164548002817298,0,0.138392224366547,0.124690819912664,0.320706841339156,NA,0.173743972551466,0.0495353405048461,NA
"2011-01-09",2011,1,9,9,NA,0.155431163555587,0.176089084186662,0.180571636752518,NA,0.185326904054897,0.150592777672299,0.164886578954782,0,0.140402069948634,0.125163133624454,0.320706841339156,NA,0.165309799126638,0.0506873251677495,NA
"2011-01-10",2011,1,10,10,NA,0.140106964331797,0.164569237557628,0.17414559985741,NA,0.178129742732377,0.154015340801215,0.168610916467108,0,0.138679345163988,0.124690819912664,0.320706841339156,NA,0.166996633811603,0.0495353405048461,NA
"2011-01-11",2011,1,11,11,NA,0.134634036037586,0.166214929933205,0.181214240442028,NA,0.175430807236432,0.150592777672299,0.163193698267362,0,0.131214204430523,0.124690819912664,0.314875807860262,NA,0.188925484716157,0.0460793865161359,NA
"2011-01-12",2011,1,12,12,NA,0.145579892626008,0.16094871433136,0.204347973264415,NA,0.175430807236432,0.150592777672299,0.162177969854909,0,0.129204358848436,0.124690819912664,0.312932130033964,NA,0.20748066625078,0.0449274018532325,NA
"2011-01-13",2011,1,13,13,NA,0.147769063943692,0.160784145093803,0.198564540058818,NA,0.176330452401747,0.150592777672299,0.160485089167488,0,0.12748163406379,0.124690819912664,0.310988452207666,NA,0.177117641921397,0.0489593481733944,NA
