x,y,site_id,date,water_year,water_day,swe,year,peak_swe,sm50_swe,peak_date,peak_day,peak_met,sm50_day,sm50_date,sm50_met,apr1_swe,ptile_swe,wy_n,elev_ft,latitude,longitude,site_name,sntl_id
60.92,215.16,834,2021-04-01,2021,183,10.4,2021,14.4,7.2,2021-03-20,171,2021-03-20,187,2021-04-05,TBD,10.4,0.3333333333333333,30,6509,  39.30,-120.18,Truckee #2,SNTL:834
69.76,245.18,846,2021-04-01,2021,183,10.7,2021,10.7,5.35,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,10.7,0.2,30,9400,  38.07,-119.23,Virginia Lakes Ridge,SNTL:846
59.4,218.38,848,2021-04-01,2021,183,30,2021,32.1,16.05,2021-03-25,176,2021-03-25,187,2021-04-05,TBD,30,0.3333333333333333,30,6745,  39.14,-120.22,Ward Creek #3,SNTL:848
66.31,158.05,977,2021-04-01,2021,183,0,2021,2.2,1.1,2021-02-24,147,2021-02-24,155,2021-03-04,2021-03-04,0,NA,11,5170,  41.89,-120.75,Crowder Flat,SNTL:977
50.1,131.43,1000,2021-04-01,2021,183,34.8,2021,34.8,17.4,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,34.8,NA,10,6010,  42.87,-122.17,Annie Springs,SNTL:1000
67.45,141.41,1010,2021-04-01,2021,183,8,2021,10.7,5.35,2021-03-24,175,2021-03-24,187,2021-04-05,TBD,8,NA,9,6180,  42.64,-120.95,Crazyman Flat,SNTL:1010
48.29,122.75,1044,2021-04-01,2021,183,0,2021,1.4,0.7,2021-03-12,163,2021-03-12,166,2021-03-15,2021-03-15,0,NA,7,3240,  43.23,-122.43,Toketee Airstrip,SNTL:1044
54.91,143.19,1077,2021-04-01,2021,183,13.3,2021,15.3,7.65,2021-03-24,175,2021-03-24,187,2021-04-05,TBD,13.3,NA,4,6830,  42.41,-121.68,Swan Lake Mtn,SNTL:1077
52.53,133.92,1078,2021-04-01,2021,183,13,2021,15.7,7.85,2021-03-16,167,2021-03-16,187,2021-04-05,TBD,13,NA,4,5400,  42.79,-121.98,Sun Pass,SNTL:1078
130.35,82.37,1079,2021-04-01,2021,183,50.3,2021,51.7,25.85,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,50.3,NA,3,5580,  45.98,-117.95,Milk Shakes,SNTL:1079
47.86,76.88,1084,2021-04-01,2021,183,0,2021,1.1,0.55,2021-02-14,137,2021-02-14,139,2021-02-16,2021-02-16,0,NA,4,420,  45.25,-123.28,Miller Woods,SNTL:1084
43.17,144.2,1158,2021-04-01,2021,183,8.6,2021,8.7,4.35,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,8.6,NA,NA,4580,  42.22,-122.37,Howard Prairie,SNTL:1158
59.95,101.17,1166,2021-04-01,2021,183,55.8,2021,55.8,27.9,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,55.8,NA,NA,4720,  44.33,-122.09,Bear Grass,SNTL:1166
60.52,102.01,1167,2021-04-01,2021,183,0.8,2021,7.6,3.8,2021-02-28,151,2021-02-28,179,2021-03-28,2021-03-28,0.8,NA,NA,3270,  44.30,-122.04,Smith Ridge,SNTL:1167
107.07,94.35,304,2021-04-01,2021,183,19.6,2021,20.1,10.05,2021-03-26,177,2021-03-26,187,2021-04-05,TBD,19.6,0.5666666666666667,30,5770,  45.19,-119.25,Arbuckle Mtn,SNTL:304
122.2,98.94,331,2021-04-01,2021,183,15.7,2021,16.2,8.1,2021-03-25,176,2021-03-25,187,2021-04-05,TBD,15.7,0.9333333333333333,30,5150,  45.15,-118.22,Beaver Reservoir,SNTL:331
34.75,145.64,341,2021-04-01,2021,183,20.8,2021,20.8,10.4,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,20.8,0.2,30,6050,  42.05,-122.85,Big Red Mountain,SNTL:341
27.4,142.8,343,2021-04-01,2021,183,12.9,2021,16.1,8.05,2021-03-26,177,2021-03-26,187,2021-04-05,TBD,12.9,0.5333333333333333,30,5130,  42.08,-123.34,Bigelow Camp,SNTL:343
45.84,140.65,344,2021-04-01,2021,183,24.4,2021,26.2,13.1,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,24.4,0.6333333333333333,30,5280,  42.41,-122.27,Billie Creek Divide,SNTL:344
69.8,79.12,351,2021-04-01,2021,183,40.9,2021,41,20.5,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,40.9,0.6896551724137931,29,3650,  45.43,-121.86,Blazed Alder,SNTL:351
113.14,116.87,357,2021-04-01,2021,183,13.8,2021,15.8,7.9,2021-02-28,151,2021-02-28,187,2021-04-05,TBD,13.8,0.43333333333333335,30,5870,  44.25,-118.52,Blue Mountain Spring,SNTL:357
121.04,105.8,361,2021-04-01,2021,183,15.3,2021,16.1,8.05,2021-03-04,155,2021-03-04,187,2021-04-05,TBD,15.3,0.5333333333333333,30,5850,  44.83,-118.19,Bourne,SNTL:361
119.54,93.61,362,2021-04-01,2021,183,15,2021,15.8,7.9,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,15,0.9666666666666667,30,4530,  45.36,-118.47,Bowman Springs,SNTL:362
56.03,116.8,388,2021-04-01,2021,183,33.1,2021,33.2,16.6,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,33.1,0.5333333333333333,30,5100,  43.59,-122.06,Cascade Summit,SNTL:388
57.71,125.41,395,2021-04-01,2021,183,1.5,2021,8.8,4.4,2021-02-20,143,2021-02-20,177,2021-03-26,2021-03-26,1.5,0.36666666666666664,30,4850,  43.23,-121.81,Chemult Alternate,SNTL:395
69.5,86.47,398,2021-04-01,2021,183,14.3,2021,14.8,7.4,2021-03-25,176,2021-03-25,187,2021-04-05,TBD,14.3,0.7333333333333333,30,3400,  45.10,-121.75,Clackamas Lake,SNTL:398
70.91,84.83,401,2021-04-01,2021,183,12.7,2021,12.8,6.4,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,12.7,0.5333333333333333,30,3810,  45.19,-121.69,Clear Lake,SNTL:401
47.94,138.52,406,2021-04-01,2021,183,17.9,2021,21.2,10.6,2021-03-26,177,2021-03-26,187,2021-04-05,TBD,17.9,0.2413793103448276,29,5940,  42.53,-122.18,Cold Springs Camp,SNTL:406
117.48,96.91,422,2021-04-01,2021,183,2.4,2021,6.5,3.25,2021-02-28,151,2021-02-28,180,2021-03-29,2021-03-29,2.4,0.7333333333333333,30,4830,  45.19,-118.55,County Line,SNTL:422
61.07,97.19,434,2021-04-01,2021,183,10.9,2021,11.4,5.7,2021-03-26,177,2021-03-26,187,2021-04-05,TBD,10.9,0.5333333333333333,30,3690,  44.52,-122.09,Daly Lake,SNTL:434
92.96,107.36,440,2021-04-01,2021,183,14.5,2021,15.7,7.85,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,14.5,0.6,30,5850,  44.45,-119.93,Derr.,SNTL:440
122.44,105.24,464,2021-04-01,2021,183,10.7,2021,13.1,6.55,2021-03-04,155,2021-03-04,187,2021-04-05,TBD,10.7,0.6666666666666666,30,5510,  44.87,-118.11,Eilertson Meadows,SNTL:464
120.85,89.47,470,2021-04-01,2021,183,5.3,2021,7.3,3.65,2021-03-02,153,2021-03-02,186,2021-04-04,2021-04-04,5.3,0.7333333333333333,30,3800,  45.56,-118.45,Emigrant Springs,SNTL:470
103.56,149.07,477,2021-04-01,2021,183,29.4,2021,29.6,14.8,2021-03-28,179,2021-03-28,187,2021-04-05,TBD,29.4,0.5333333333333333,30,7660,  42.71,-118.63,Fish Creek,SNTL:477
44.43,140.93,479,2021-04-01,2021,183,13,2021,14,7,2021-03-26,177,2021-03-26,187,2021-04-05,TBD,13,0.7586206896551724,29,4660,  42.38,-122.35,Fish Lk.,SNTL:479
46.63,140.19,483,2021-04-01,2021,183,18.7,2021,19.8,9.9,2021-02-21,144,2021-02-21,187,2021-04-05,TBD,18.7,0.2,30,5970,  42.44,-122.23,Fourmile Lake,SNTL:483
118.89,106.85,494,2021-04-01,2021,183,12.6,2021,14.8,7.4,2021-03-12,163,2021-03-12,187,2021-04-05,TBD,12.6,0.8,30,5410,  44.76,-118.31,Gold Center,SNTL:494
73.26,75.8,504,2021-04-01,2021,183,17.4,2021,17.4,8.7,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,17.4,0.6,30,3310,  45.62,-121.70,Greenpoint,SNTL:504
126.59,87.72,523,2021-04-01,2021,183,35.2,2021,35.2,17.6,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,35.2,0.8666666666666667,30,4920,  45.70,-118.11,High Ridge,SNTL:523
63.91,100.25,526,2021-04-01,2021,183,16.4,2021,18.4,9.2,2021-03-25,176,2021-03-25,187,2021-04-05,TBD,16.4,0.1,30,4790,  44.42,-121.86,Hogg Pass,SNTL:526
48.82,112.93,529,2021-04-01,2021,183,22,2021,22.6,11.3,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,22,0.5172413793103449,29,4930,  43.67,-122.57,Holland Meadows,SNTL:529
59.1,99.57,552,2021-04-01,2021,183,10.1,2021,10.7,5.35,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,10.1,0.6333333333333333,30,3520,  44.39,-122.17,Jump Off Joe,SNTL:552
33.49,130.04,558,2021-04-01,2021,183,9.4,2021,10.6,5.3,2021-03-26,177,2021-03-26,187,2021-04-05,TBD,9.4,0.9,30,4340,  42.72,-123.20,King Mountain,SNTL:558
111.12,117.28,563,2021-04-01,2021,183,8.6,2021,12.9,6.45,2021-02-28,151,2021-02-28,186,2021-04-04,2021-04-04,8.6,0.4666666666666667,30,5240,  44.21,-118.64,Lake Creek R.S.,SNTL:563
59.51,94.72,584,2021-04-01,2021,183,37.3,2021,37.3,18.65,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,37.3,0.8333333333333334,30,4020,  44.61,-122.23,Little Meadows,SNTL:584
113.43,94.14,605,2021-04-01,2021,183,11.2,2021,12,6,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,11.2,0.8,30,4970,  45.27,-118.85,Lucky Strike,SNTL:605
102.93,95.1,608,2021-04-01,2021,183,5,2021,7.4,3.7,2021-03-03,154,2021-03-03,185,2021-04-03,2021-04-03,5,0.8,30,5150,  45.11,-119.50,Madison Butte,SNTL:608
63.26,96.23,614,2021-04-01,2021,183,7.8,2021,8.3,4.15,2021-03-25,176,2021-03-25,187,2021-04-05,TBD,7.8,0.5333333333333333,30,2590,  44.59,-121.97,Marion Forks,SNTL:614
62.53,104.6,619,2021-04-01,2021,183,42.5,2021,43.2,21.6,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,42.5,0.5862068965517241,29,4770,  44.21,-121.87,Mckenzie,SNTL:619
130.7,98.26,647,2021-04-01,2021,183,30.4,2021,30.4,15.2,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,30.4,0.9,30,5760,  45.27,-117.69,Moss Springs,SNTL:647
71.22,81.99,651,2021-04-01,2021,183,70,2021,70.2,35.1,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,70,0.7666666666666667,30,5370,  45.32,-121.72,Mt Hood Test Site,SNTL:651
138.46,100.04,653,2021-04-01,2021,183,13.6,2021,13.7,6.85,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,13.6,0.26666666666666666,30,7910,  45.27,-117.17,Mt. Howard,SNTL:653
70.52,83.37,655,2021-04-01,2021,183,36.2,2021,36.4,18.2,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,36.2,0.7666666666666667,30,4070,  45.25,-121.74,Mud Ridge,SNTL:655
56.77,118.81,660,2021-04-01,2021,183,9.8,2021,13.2,6.6,2021-03-18,169,2021-03-18,187,2021-04-05,TBD,9.8,0.5666666666666667,30,4910,  43.51,-121.98,New Crescent Lake,SNTL:660
68.45,76.04,666,2021-04-01,2021,183,25.1,2021,25.2,12.6,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,25.1,0.6666666666666666,30,3060,  45.55,-122.00,North Fork,SNTL:666
86.85,106.22,671,2021-04-01,2021,183,5.9,2021,10.4,5.2,2021-03-12,163,2021-03-12,184,2021-04-02,2021-04-02,5.9,0.43333333333333335,30,5430,  44.43,-120.33,Ochoco Meadows,SNTL:671
66.49,86.98,687,2021-04-01,2021,183,16.3,2021,16.7,8.35,2021-03-26,177,2021-03-26,187,2021-04-05,TBD,16.3,0.6896551724137931,29,3420,  45.04,-121.93,Peavine Ridge,SNTL:687
67.49,148.65,706,2021-04-01,2021,183,0,2021,1.1,0.55,2021-03-23,174,2021-03-23,178,2021-03-27,2021-03-27,0,0.6,30,5720,  42.32,-120.83,Quartz Mountain,SNTL:706
54.18,114.69,710,2021-04-01,2021,183,0,2021,0.8,0.4,2021-02-28,151,2021-02-28,152,2021-03-01,2021-03-01,0,0.896551724137931,29,2680,  43.66,-122.21,Railroad Overpass,SNTL:710
72.33,79.14,712,2021-04-01,2021,183,54.2,2021,54.3,27.15,2021-04-04,186,2021-04-04,187,2021-04-05,TBD,54.2,0.8,30,4410,  45.46,-121.70,Red Hill,SNTL:712
58.31,110.43,719,2021-04-01,2021,183,33.3,2021,33.3,16.65,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,33.3,0.6333333333333333,30,4950,  43.90,-122.03,Roaring River,SNTL:719
107.06,120.77,721,2021-04-01,2021,183,2.3,2021,7.9,3.95,2021-03-03,154,2021-03-03,180,2021-03-29,2021-03-29,2.3,0.6,30,5290,  44.01,-118.84,Rock Springs,SNTL:721
48.33,70.46,726,2021-04-01,2021,183,3.3,2021,6.9,3.45,2021-02-28,151,2021-02-28,183,2021-04-01,2021-04-01,3.3,0.6,30,3110,  45.54,-123.37,Saddle Mountain,SNTL:726
55.24,116.12,729,2021-04-01,2021,183,27.5,2021,28,14,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,27.5,0.7666666666666667,30,4220,  43.61,-122.12,Salt Creek Falls,SNTL:729
62.68,99.45,733,2021-04-01,2021,183,16.8,2021,18.2,9.1,2021-03-25,176,2021-03-25,187,2021-04-05,TBD,16.8,0.7,30,3740,  44.44,-121.95,Santiam Jct.,SNTL:733
137.16,105.76,736,2021-04-01,2021,183,31,2021,31.5,15.75,2021-03-14,165,2021-03-14,187,2021-04-05,TBD,31,0.6551724137931034,29,5400,  45.00,-117.17,Schneider Meadows,SNTL:736
49.29,70.97,743,2021-04-01,2021,183,0,2021,2,1,2021-02-15,138,2021-02-15,144,2021-02-21,2021-02-21,0,0.7586206896551724,29,2060,  45.53,-123.30,Seine Creek,SNTL:743
49.56,135.12,745,2021-04-01,2021,183,26.7,2021,27.6,13.8,2021-03-28,179,2021-03-28,187,2021-04-05,TBD,26.7,0.4,30,5700,  42.70,-122.14,Sevenmile Marsh,SNTL:745
65.74,133.72,756,2021-04-01,2021,183,3,2021,8.5,4.25,2021-03-12,163,2021-03-12,181,2021-03-30,2021-03-30,3,0.3,30,5740,  42.96,-121.18,Silver Creek,SNTL:756
102.84,148,759,2021-04-01,2021,183,17.8,2021,18,9,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,17.8,0.6333333333333333,30,6990,  42.75,-118.69,Silvies,SNTL:759
96.15,119.4,767,2021-04-01,2021,183,13.7,2021,13.9,6.95,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,13.7,0.6,30,6230,  43.95,-119.54,Snow Mountain,SNTL:767
105.64,114.82,789,2021-04-01,2021,183,3.4,2021,8.8,4.4,2021-03-02,153,2021-03-02,181,2021-03-30,2021-03-30,3.4,0.7,30,5250,  44.26,-119.02,Starr Ridge,SNTL:789
66.26,152.61,794,2021-04-01,2021,183,0,2021,4.5,2.25,2021-02-25,148,2021-02-25,153,2021-03-02,2021-03-02,0,0.43333333333333335,30,5770,  42.13,-120.84,Strawberry,SNTL:794
70.09,140.76,800,2021-04-01,2021,183,7.2,2021,8.1,4.05,2021-03-25,176,2021-03-25,187,2021-04-05,TBD,7.2,0,30,7080,  42.70,-120.80,Summer Rim,SNTL:800
54,119.39,801,2021-04-01,2021,183,36.9,2021,37,18.5,2021-04-05,187,TBD,187,2021-04-05,TBD,36.9,0.4827586206896552,29,5610,  43.45,-122.14,Summit Lake,SNTL:801
60.37,138.36,810,2021-04-01,2021,183,0,2021,4.8,2.4,2021-02-25,148,2021-02-25,166,2021-03-15,2021-03-15,0,0.36666666666666664,30,5030,  42.69,-121.43,Taylor Butte,SNTL:810
131.86,102.76,812,2021-04-01,2021,183,27.7,2021,28.7,14.35,2021-03-26,177,2021-03-26,187,2021-04-05,TBD,27.7,0.9,30,5740,  45.08,-117.55,Taylor Green,SNTL:812
65.57,107.03,815,2021-04-01,2021,183,13.8,2021,16.1,8.05,2021-03-13,164,2021-03-13,187,2021-04-05,TBD,13.8,0.26666666666666666,30,5690,  44.14,-121.64,Three Creeks Meadow,SNTL:815
116.58,108.53,821,2021-04-01,2021,183,13.8,2021,13.9,6.95,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,13.8,0.6333333333333333,30,5150,  44.66,-118.43,Tipton,SNTL:821
122.84,100.87,873,2021-04-01,2021,183,17.1,2021,17.2,8.6,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,17.1,0.5,30,5630,  45.07,-118.15,Wolf Creek,SNTL:873
67.42,78,925,2021-04-01,2021,183,11.4,2021,11.9,5.95,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,11.4,NA,13,2690,  45.45,-122.03,South Fork Bull Run,SNTL:925
62.23,149.72,945,2021-04-01,2021,183,0,2021,1.4,0.7,2021-02-23,146,2021-02-23,155,2021-03-04,2021-03-04,0,NA,12,4890,  42.21,-121.13,Gerber Reservoir,SNTL:945
152.41,113.79,1016,2021-04-01,2021,183,8.4,2021,9.9,4.95,2021-03-15,166,2021-03-15,187,2021-04-05,TBD,8.4,NA,9,4890,  44.79,-116.09,Long Valley,SNTL:1016
164.97,29.64,1053,2021-04-01,2021,183,0,2021,5.3,2.65,2021-03-01,152,2021-03-01,169,2021-03-18,2021-03-18,0,NA,7,3520,  48.72,-116.46,Myrtle Creek,SNTL:1053
152.69,45.85,1081,2021-04-01,2021,183,22.9,2021,23.3,11.65,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,22.9,NA,4,4210,  47.86,-117.04,Ragged Mountain,SNTL:1081
164.45,78.45,1142,2021-04-01,2021,183,11,2021,11.2,5.6,2021-03-26,177,2021-03-26,187,2021-04-05,TBD,11,NA,1,3080,  46.50,-115.80,Pierce R.S.,SNTL:1142
134.02,143.18,2029,2021-04-01,2021,183,2.2,2021,7.6,3.8,2021-03-02,153,2021-03-02,181,2021-03-30,2021-03-30,2.2,NA,9,5600,  43.29,-116.84,Reynolds Creek,SNTL:2029
160.73,138.43,306,2021-04-01,2021,183,23.7,2021,23.7,11.85,2021-04-05,187,TBD,187,2021-04-05,TBD,23.7,0.41379310344827586,29,7580,  43.76,-115.24,Atlanta Summit,SNTL:306
163.24,126.95,312,2021-04-01,2021,183,22.2,2021,22.2,11.1,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,22.2,0.43333333333333335,30,7040,  44.30,-115.23,Banner Summit,SNTL:312
152.39,110.23,319,2021-04-01,2021,183,18.6,2021,19,9.5,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,18.6,0.6333333333333333,30,5350,  44.95,-116.14,Bear Basin,SNTL:319
180.6,142.81,320,2021-04-01,2021,183,8.9,2021,9,4.5,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,8.9,0.1,30,7900,  43.74,-113.94,Bear Canyon,SNTL:320
168.66,39.44,323,2021-04-01,2021,183,45.8,2021,47,23.5,2021-04-05,187,TBD,187,2021-04-05,TBD,45.8,0.3333333333333333,30,5400,  48.31,-116.07,Bear Mountain,SNTL:323
138.15,114.66,324,2021-04-01,2021,183,22.7,2021,23,11.5,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,22.7,0.4827586206896552,29,6180,  44.61,-116.98,Bear Saddle,SNTL:324
156.06,118.12,338,2021-04-01,2021,183,29.2,2021,29.2,14.6,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,29.2,0.41379310344827586,29,6560,  44.63,-115.80,Big Creek Summit,SNTL:338
226.58,133.88,347,2021-04-01,2021,183,30,2021,30.1,15.05,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,30,0.16666666666666666,30,8170,  44.51,-111.13,Black Bear,SNTL:347
170.21,175.88,359,2021-04-01,2021,183,16.2,2021,16.2,8.1,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,16.2,0.5666666666666667,30,7500,  42.16,-114.19,Bostetter R.S.,SNTL:359
152.95,108.35,370,2021-04-01,2021,183,28,2021,28.4,14.2,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,28,0.5416666666666666,24,6250,  45.04,-116.13,Brundage Reservoir,SNTL:370
156.88,148.53,382,2021-04-01,2021,183,10.4,2021,11.9,5.95,2021-03-16,167,2021-03-16,187,2021-04-05,TBD,10.4,NA,18,5710,  43.27,-115.35,Camas Creek Divide,SNTL:382
172.94,74.48,411,2021-04-01,2021,183,43.4,2021,43.4,21.7,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,43.4,0.5384615384615384,26,6280,  46.76,-115.30,Cool Creek,SNTL:411
156.66,125.8,423,2021-04-01,2021,183,13.6,2021,14.3,7.15,2021-03-13,164,2021-03-13,187,2021-04-05,TBD,13.6,0.5333333333333333,30,5400,  44.29,-115.66,Cozy Cove,SNTL:423
213.19,133.21,424,2021-04-01,2021,183,9.7,2021,9.7,4.85,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,9.7,0.27586206896551724,29,6900,  44.44,-111.99,Crab Creek,SNTL:424
172.21,78.75,425,2021-04-01,2021,183,49.4,2021,49.5,24.75,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,49.4,0.6923076923076923,26,5960,  46.56,-115.29,Crater Meadows,SNTL:425
159.34,120.59,439,2021-04-01,2021,183,32.2,2021,32.3,16.15,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,32.2,0.3,30,6860,  44.55,-115.56,Deadwood Summit,SNTL:439
168.79,143.61,450,2021-04-01,2021,183,21.6,2021,21.6,10.8,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,21.6,0.4827586206896552,29,8420,  43.60,-114.67,Dollarhide Summit,SNTL:450
161.29,70.26,466,2021-04-01,2021,183,37.4,2021,37.4,18.7,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,37.4,0.6428571428571429,28,5690,  46.84,-116.12,Elk Butte,SNTL:466
212.38,179.02,471,2021-04-01,2021,183,16.3,2021,16.3,8.15,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,16.3,0.20689655172413793,29,7390,  42.36,-111.56,Emigrant Summit,SNTL:471
210.64,185.59,484,2021-04-01,2021,183,20,2021,20.2,10.1,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,20,0.26666666666666666,30,8140,  42.05,-111.60,Franklin Basin,SNTL:484
169.98,137.63,489,2021-04-01,2021,183,11.6,2021,11.6,5.8,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,11.6,0.2857142857142857,28,7470,  43.88,-114.67,Galena,SNTL:489
169.33,137.72,490,2021-04-01,2021,183,15,2021,15.3,7.65,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,15,NA,NA,8780,  43.87,-114.71,Galena Summit,SNTL:490
180.22,145.62,492,2021-04-01,2021,183,5.8,2021,6.9,3.45,2021-03-14,165,2021-03-14,187,2021-04-05,TBD,5.8,0.3,30,6560,  43.61,-113.93,Garfield R.S.,SNTL:492
218.7,178.94,493,2021-04-01,2021,183,7.1,2021,7.5,3.75,2021-03-16,167,2021-03-16,187,2021-04-05,TBD,7.1,0.3793103448275862,29,6930,  42.41,-111.17,Giveout,SNTL:493
161.1,134.28,496,2021-04-01,2021,183,10.9,2021,12.7,6.35,2021-03-05,156,2021-03-05,187,2021-04-05,TBD,10.9,0.36666666666666664,30,5690,  43.95,-115.27,Graham Guard Sta.,SNTL:496
166.86,79.4,520,2021-04-01,2021,183,46.1,2021,46.3,23.15,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,46.1,0.6296296296296297,27,5810,  46.48,-115.63,Hemlock Butte,SNTL:520
188.95,138.18,524,2021-04-01,2021,183,8.7,2021,8.7,4.35,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,8.7,0.1,30,8000,  44.02,-113.47,Hilts Creek,SNTL:524
179.82,174.16,534,2021-04-01,2021,183,26.3,2021,26.3,13.15,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,26.3,0.5666666666666667,30,7980,  42.32,-113.62,Howell Canyon,SNTL:534
169.34,56.75,535,2021-04-01,2021,183,19.2,2021,19.5,9.75,2021-03-26,177,2021-03-26,187,2021-04-05,TBD,19.2,NA,2,4250,  47.53,-115.78,Humboldt Gulch,SNTL:535
177.1,142.8,537,2021-04-01,2021,183,9.3,2021,9.3,4.65,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,9.3,0.3333333333333333,30,7620,  43.71,-114.16,Hyndman,SNTL:537
222.29,135.17,546,2021-04-01,2021,183,13.6,2021,13.9,6.95,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,13.6,0.4482758620689655,29,6290,  44.42,-111.39,Island Park,SNTL:546
158.94,131.61,550,2021-04-01,2021,183,25,2021,25,12.5,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,25,0.41379310344827586,29,7070,  44.05,-115.44,Jackson Peak,SNTL:550
193.25,117.53,576,2021-04-01,2021,183,9.9,2021,9.9,4.95,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,9.9,0.5666666666666667,30,8100,  44.99,-113.44,Lemhi Ridge,SNTL:576
182.95,79.37,588,2021-04-01,2021,183,25.6,2021,25.7,12.85,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,25.6,0.48148148148148145,27,5240,  46.63,-114.58,Lolo Pass,SNTL:588
170.19,58.47,594,2021-04-01,2021,183,24.4,2021,24.4,12.2,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,24.4,0.2413793103448276,29,5190,  47.46,-115.70,Lookout,SNTL:594
164.71,65.69,600,2021-04-01,2021,183,48.8,2021,49.3,24.65,2021-04-05,187,TBD,187,2021-04-05,TBD,48.8,0.35714285714285715,28,6110,  47.08,-115.96,Lost Lake,SNTL:600
176.02,140.15,601,2021-04-01,2021,183,12.6,2021,12.6,6.3,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,12.6,0.13793103448275862,29,7900,  43.82,-114.26,Lost-Wood Divide,SNTL:601
168.72,175.15,610,2021-04-01,2021,183,16.6,2021,16.6,8.3,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,16.6,0.4,30,6880,  42.18,-114.29,Magic Mountain,SNTL:610
192.9,129.62,620,2021-04-01,2021,183,10.9,2021,10.9,5.45,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,10.9,0.13793103448275862,29,9150,  44.44,-113.32,Meadow Lake,SNTL:620
160.52,63.25,623,2021-04-01,2021,183,24.2,2021,24.5,12.25,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,24.2,0.7,20,4510,  47.15,-116.27,Mica Creek,SNTL:623
175.22,125.58,627,2021-04-01,2021,183,13.7,2021,13.7,6.85,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,13.7,NA,NA,8800,  44.47,-114.49,Mill Creek Summit,SNTL:627
191.56,130.04,636,2021-04-01,2021,183,9.3,2021,9.4,4.7,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,9.3,0.5172413793103449,29,7440,  44.41,-113.40,Moonshine,SNTL:636
154.9,133.44,637,2021-04-01,2021,183,28.8,2021,28.8,14.4,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,28.8,NA,NA,6100,  43.93,-115.67,Mores Creek Summit,SNTL:637
