x,y,site_id,date,water_year,water_day,swe,year,peak_swe,sm50_swe,peak_date,peak_day,peak_met,sm50_day,sm50_date,sm50_met,apr1_swe,ptile_swe,wy_n,elev_ft,latitude,longitude,site_name,sntl_id
188.32,101.59,638,2021-04-01,2021,183,17.3,2021,17.3,8.65,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,17.3,0.5862068965517241,29,6200,  45.67,-113.95,Moose Creek,SNTL:638
180.1,118.35,639,2021-04-01,2021,183,8.7,2021,8.7,4.35,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,8.7,0.3793103448275862,29,7600,  44.84,-114.27,Morgan Creek,SNTL:639
165.24,44.21,645,2021-04-01,2021,183,28,2021,28,14,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,28,NA,NA,5260,  48.06,-116.23,Mosquito Ridge,SNTL:645
169.35,97.17,650,2021-04-01,2021,183,24.4,2021,24.4,12.2,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,24.4,0.7333333333333333,30,6320,  45.70,-115.23,Mountain Meadows,SNTL:650
135.09,158.82,654,2021-04-01,2021,183,0,2021,4.4,2.2,2021-03-06,157,2021-03-06,172,2021-03-21,2021-03-21,0,0.26666666666666666,30,5730,  42.60,-116.56,Mud Flat,SNTL:654
203.03,179.66,677,2021-04-01,2021,183,4.1,2021,7.8,3.9,2021-03-06,157,2021-03-06,184,2021-04-02,2021-04-02,4.1,0.23333333333333334,30,6740,  42.26,-112.13,Oxford Spring,SNTL:677
222.1,153.88,695,2021-04-01,2021,183,16.2,2021,16.3,8.15,2021-03-28,179,2021-03-28,187,2021-04-05,TBD,16.2,0.7272727272727273,22,6720,  43.57,-111.21,Pine Creek Pass,SNTL:695
154.56,142.71,704,2021-04-01,2021,183,1.9,2021,7,3.5,2021-03-08,159,2021-03-08,179,2021-03-28,2021-03-28,1.9,0.7083333333333334,24,4800,  43.51,-115.57,Prairie,SNTL:704
188.1,101.11,727,2021-04-01,2021,183,23.2,2021,23.2,11.6,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,23.2,0.5333333333333333,30,7940,  45.69,-113.97,Saddle Mtn.,SNTL:727
181.54,82.62,735,2021-04-01,2021,183,25.7,2021,25.7,12.85,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,25.7,0.6071428571428571,28,6190,  46.47,-114.63,Savage Pass,SNTL:735
160.8,36.41,738,2021-04-01,2021,183,44.5,2021,46.2,23.1,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,44.5,0.41379310344827586,29,6090,  48.37,-116.64,Schweitzer Basin,SNTL:738
156.03,105.68,740,2021-04-01,2021,183,27.5,2021,27.8,13.9,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,27.5,0.3793103448275862,29,6540,  45.19,-115.97,Secesh Summit,SNTL:740
206.66,174.52,741,2021-04-01,2021,183,14.9,2021,14.9,7.45,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,14.9,0.3181818181818182,22,7850,  42.52,-111.96,Sedgwick Peak,SNTL:741
165.64,77.16,747,2021-04-01,2021,183,32.3,2021,32.3,16.15,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,32.3,0.75,28,4600,  46.57,-115.74,Shanghi Summit,SNTL:747
213.38,160.4,749,2021-04-01,2021,183,12.7,2021,12.7,6.35,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,12.7,NA,NA,6650,  43.21,-111.69,Sheep Mtn.,SNTL:749
158.58,67.25,752,2021-04-01,2021,183,9,2021,11.9,5.95,2021-03-01,152,2021-03-01,187,2021-04-05,TBD,9,0.6206896551724138,29,3200,  46.95,-116.34,Sherwin,SNTL:752
217.18,175.38,761,2021-04-01,2021,183,14.1,2021,14.4,7.2,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,14.1,0.5,30,7225,  42.56,-111.30,Slug Creek Divide,SNTL:761
165.81,145.68,769,2021-04-01,2021,183,3.4,2021,8.4,4.2,2021-03-13,164,2021-03-13,182,2021-03-31,2021-03-31,3.4,0.3333333333333333,24,5740,  43.48,-114.83,Soldier R.S.,SNTL:769
217.6,166.84,770,2021-04-01,2021,183,10.4,2021,10.9,5.45,2021-03-05,156,2021-03-05,187,2021-04-05,TBD,10.4,0.4,30,6800,  42.95,-111.36,Somsen Ranch,SNTL:770
130.57,154.25,774,2021-04-01,2021,183,12.9,2021,13.7,6.85,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,12.9,NA,1,6500,  42.76,-116.90,South Mtn.,SNTL:774
149.91,113.69,782,2021-04-01,2021,183,16.3,2021,18.2,9.1,2021-03-16,167,2021-03-16,187,2021-04-05,TBD,16.3,0.27586206896551724,29,6240,  44.77,-116.25,Squaw Flat,SNTL:782
176.95,139.44,792,2021-04-01,2021,183,5.8,2021,5.8,2.9,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,5.8,0.26666666666666666,30,7430,  43.86,-114.21,Stickney Mill,SNTL:792
168.89,56,803,2021-04-01,2021,183,20,2021,20.2,10.1,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,20,NA,NA,5540,  47.56,-115.82,Sunset,SNTL:803
179.69,145.07,805,2021-04-01,2021,183,9,2021,9.4,4.7,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,9,NA,NA,7640,  43.63,-113.97,Swede Peak,SNTL:805
157.09,140.56,830,2021-04-01,2021,183,26,2021,26.1,13.05,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,26,0.23333333333333334,30,7770,  43.63,-115.44,Trinity Mtn.,SNTL:830
166.88,138.79,845,2021-04-01,2021,183,24.9,2021,25.1,12.55,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,24.9,0.3103448275862069,29,8960,  43.80,-114.85,Vienna Mine,SNTL:845
148.28,106.67,855,2021-04-01,2021,183,20.1,2021,23.1,11.55,2021-03-13,164,2021-03-13,187,2021-04-05,TBD,20.1,0.43333333333333335,30,5560,  45.07,-116.45,West Branch,SNTL:855
222.37,132.76,860,2021-04-01,2021,183,19.5,2021,19.7,9.85,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,19.5,0.20689655172413793,29,7710,  44.53,-111.41,White Elephant,SNTL:860
199.4,167.96,867,2021-04-01,2021,183,11.4,2021,13.1,6.55,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,11.4,0.27586206896551724,29,6490,  42.76,-112.48,Wildhorse Divide,SNTL:867
156.83,176.57,871,2021-04-01,2021,183,13.3,2021,13.5,6.75,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,13.3,0.55,20,7120,  42.01,-115.00,Wilson Creek,SNTL:871
173.35,140.74,895,2021-04-01,2021,183,9.2,2021,9.6,4.8,2021-03-28,179,2021-03-28,187,2021-04-05,TBD,9.2,NA,17,6310,  43.77,-114.42,Chocolate Gulch,SNTL:895
186.65,119.38,915,2021-04-01,2021,183,9.3,2021,9.5,4.75,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,9.3,NA,15,8630,  44.85,-113.84,Schwartz Lake,SNTL:915
182.25,143.34,926,2021-04-01,2021,183,11,2021,11,5.5,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,11,NA,9,9520,  43.73,-113.83,Smiley Mountain,SNTL:926
147.56,135.66,978,2021-04-01,2021,183,25.3,2021,25.7,12.85,2021-03-28,179,2021-03-28,187,2021-04-05,TBD,25.3,NA,11,6340,  43.76,-116.10,Bogus Basin,SNTL:978
146.75,121.68,979,2021-04-01,2021,183,3.5,2021,8.3,4.15,2021-03-06,157,2021-03-06,182,2021-03-31,2021-03-31,3.5,NA,9,4920,  44.38,-116.34,Van Wyck,SNTL:979
161.51,25.14,988,2021-04-01,2021,183,31.8,2021,31.8,15.9,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,31.8,NA,10,5040,  48.89,-116.76,Hidden Lake,SNTL:988
150.49,68.56,989,2021-04-01,2021,183,23.1,2021,23.4,11.7,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,23.1,NA,10,4700,  46.81,-116.85,Moscow Mountain,SNTL:989
119.78,205.54,1006,2021-04-01,2021,183,13.5,2021,13.7,6.85,2021-03-28,179,2021-03-28,187,2021-04-05,TBD,13.5,NA,10,7370,  40.36,-116.86,Lewis Peak,SNTL:1006
121.1,297.78,1110,2021-04-01,2021,183,0,2021,3.1,1.55,2021-02-03,126,2021-02-03,148,2021-02-25,2021-02-25,0,NA,2,7860,  36.25,-115.63,Rainbow Canyon,SNTL:1110
120.22,296.03,1111,2021-04-01,2021,183,1.2,2021,3.7,1.85,2021-03-18,169,2021-03-18,182,2021-03-31,2021-03-31,1.2,NA,2,8890,  36.32,-115.70,Bristlecone Trail,SNTL:1111
120.52,296.31,1112,2021-04-01,2021,183,5.2,2021,5.4,2.7,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,5.2,NA,2,8626,  36.31,-115.68,Lee Canyon,SNTL:1112
132.58,186.87,1136,2021-04-01,2021,183,14.8,2021,15.3,7.65,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,14.8,NA,1,7690,  41.32,-116.34,Toe Jam,SNTL:1136
129.75,228.08,1137,2021-04-01,2021,183,8.4,2021,8.8,4.4,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,8.4,NA,NA,7890,  39.45,-115.98,Vacarro Springs,SNTL:1137
155.14,243.08,1147,2021-04-01,2021,183,12.3,2021,12.4,6.2,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,12.3,NA,NA,10060,  39.01,-114.31,Wheeler Peak,SNTL:1147
152.22,230.25,1150,2021-04-01,2021,183,7.2,2021,7.5,3.75,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,7.2,NA,NA,7775,  39.56,-114.63,Kalamazoo,SNTL:1150
150.85,238.9,1152,2021-04-01,2021,183,9.5,2021,9.5,4.75,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,9.5,NA,NA,10578,  39.16,-114.61,Cave Mountain,SNTL:1152
151.47,232.33,1155,2021-04-01,2021,183,0,2021,2.9,1.45,2021-03-02,153,2021-03-02,159,2021-03-08,2021-03-08,0,NA,NA,7537,  39.46,-114.65,Bird Creek,SNTL:1155
91.47,173.52,1194,2021-04-01,2021,183,11.2,2021,11.5,5.75,2021-03-28,179,2021-03-28,187,2021-04-05,TBD,11.2,NA,NA,7615,  41.49,-119.00,Summit Lk,SNTL:1194
110.64,191.81,1195,2021-04-01,2021,183,5.2,2021,7.6,3.8,2021-03-14,165,2021-03-14,185,2021-04-03,2021-04-03,5.2,NA,NA,6616,  40.88,-117.59,Golconda,SNTL:1195
142.77,176.33,1207,2021-04-01,2021,183,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6915,  41.89,-115.86,Merritt Mountain,SNTL:1207
65.49,217.47,1242,2021-04-01,2021,183,2.1,2021,6.4,3.2,2021-03-20,171,2021-03-20,182,2021-03-31,2021-03-31,2.1,NA,NA,6493,  39.25,-119.88,Little Valley,SNTL:1242
148.32,200.47,1243,2021-04-01,2021,183,2.1,2021,5,2.5,2021-03-02,153,2021-03-02,169,2021-03-18,2021-03-18,2.1,NA,NA,6555,  40.86,-115.22,Dry Creek,SNTL:1243
149.92,200.8,1244,2021-04-01,2021,183,12.6,2021,13.2,6.6,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,12.6,NA,NA,7760,  40.86,-115.12,Pole Canyon,SNTL:1244
140.06,182.9,1262,2021-04-01,2021,183,0.4,2021,2.8,1.4,2021-03-15,166,2021-03-15,171,2021-03-20,2021-03-20,0.4,NA,NA,6798,  41.57,-115.94,Fry Canyon,SNTL:1262
154.92,179.52,1272,2021-04-01,2021,183,4.8,2021,5.6,2.8,2021-03-14,165,2021-03-14,186,2021-04-04,2021-04-04,4.8,NA,NA,6520,  41.86,-115.08,ONeil Creek,SNTL:1272
103.21,221.73,2170,2021-04-01,2021,183,0,2021,2.7,1.35,2021-03-02,153,2021-03-02,158,2021-03-07,2021-03-07,0,NA,NA,7187,  39.47,-117.62,Porter Canyon,SNTL:2170
148.96,178.97,321,2021-04-01,2021,183,18.3,2021,18.3,9.15,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,18.3,0.4482758620689655,29,8040,  41.83,-115.45,Bear Creek,SNTL:321
151.37,235.43,334,2021-04-01,2021,183,12,2021,12,6,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,12,0.16666666666666666,30,9377,  39.32,-114.62,Berry Creek,SNTL:334
144.86,179.67,336,2021-04-01,2021,183,6.7,2021,7.5,3.75,2021-03-12,163,2021-03-12,187,2021-04-05,TBD,6.7,0.4,30,6898,  41.76,-115.69,Big Bend,SNTL:336
110.45,227.42,337,2021-04-01,2021,183,19.5,2021,19.6,9.8,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,19.5,0.7333333333333333,30,8685,  39.29,-117.12,Big Creek Sum,SNTL:337
65.62,212.99,340,2021-04-01,2021,183,13.5,2021,14.6,7.3,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,13.5,0.2962962962962963,27,8235,  39.45,-119.94,Big Meadow,SNTL:340
115.87,173.51,373,2021-04-01,2021,183,12.4,2021,12.8,6.4,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,12.4,0.8,30,6930,  41.75,-117.53,Buckskin Lower,SNTL:373
140.62,211.82,417,2021-04-01,2021,183,16.4,2021,16.4,8.2,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,16.4,0.6,30,8445,  40.28,-115.54,Corral Canyon,SNTL:417
132.53,226.21,443,2021-04-01,2021,183,6.3,2021,7,3.5,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,6.3,0.7777777777777778,27,8017,  39.56,-115.84,Diamond Peak,SNTL:443
106.62,166.41,445,2021-04-01,2021,183,2.6,2021,6,3,2021-03-17,168,2021-03-17,183,2021-04-01,2021-04-01,2.6,0.5172413793103449,29,6260,  41.97,-118.19,Disaster Peak,SNTL:445
148.62,199.86,453,2021-04-01,2021,183,13,2021,13.2,6.6,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,13,0.5333333333333333,30,7903,  40.89,-115.21,Dorsey Basin,SNTL:453
150.25,183.03,454,2021-04-01,2021,183,10.6,2021,10.6,5.3,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,10.6,0.5185185185185185,27,7332,  41.66,-115.32,Draw Creek,SNTL:454
138.68,177.02,476,2021-04-01,2021,183,14,2021,14.1,7.05,2021-03-28,179,2021-03-28,187,2021-04-05,TBD,14,0.3,30,7031,  41.82,-116.10,Fawn Creek,SNTL:476
114.84,175.06,498,2021-04-01,2021,183,20.7,2021,20.7,10.35,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,20.7,0.5,30,8503,  41.67,-117.57,Granite Peak,SNTL:498
141.23,209.72,503,2021-04-01,2021,183,11.9,2021,12.5,6.25,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,11.9,0.4,30,8185,  40.38,-115.53,Green Mountain,SNTL:503
150.59,199.15,527,2021-04-01,2021,183,12.2,2021,12.2,6.1,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,12.2,0.35714285714285715,28,8163,  40.94,-115.10,Hole-in-Mountain,SNTL:527
138.86,183.09,548,2021-04-01,2021,183,15.4,2021,15.6,7.8,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,15.4,0.4,30,7377,  41.55,-116.01,Jack Creek Upper,SNTL:548
138.68,183.94,549,2021-04-01,2021,183,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8424,  41.51,-116.01,Jacks Peak,SNTL:549
113.16,178.04,569,2021-04-01,2021,183,8.2,2021,9.9,4.95,2021-03-14,165,2021-03-14,187,2021-04-05,TBD,8.2,0.5862068965517241,29,6395,  41.52,-117.63,Lamance Creek,SNTL:569
144.79,204.65,570,2021-04-01,2021,183,12.4,2021,13,6.5,2021-03-30,181,2021-03-30,187,2021-04-05,TBD,12.4,0.5,30,8051,  40.64,-115.38,Lamoille #3,SNTL:570
139.59,178.11,573,2021-04-01,2021,183,9,2021,9.9,4.95,2021-03-15,166,2021-03-15,187,2021-04-05,TBD,9,0.5172413793103449,29,6682,  41.78,-116.03,Laurel Draw,SNTL:573
64.68,219.3,615,2021-04-01,2021,183,15.4,2021,15.6,7.8,2021-03-28,179,2021-03-28,187,2021-04-05,TBD,15.4,0.36666666666666664,30,7884,  39.16,-119.90,Marlette Lake,SNTL:615
65.71,215.95,652,2021-04-01,2021,183,23.3,2021,23.9,11.95,2021-03-27,178,2021-03-27,187,2021-04-05,TBD,23.3,0.23333333333333334,30,8801,  39.32,-119.89,Mt Rose Ski Area,SNTL:652
152.28,178.76,698,2021-04-01,2021,183,19.5,2021,19.5,9.75,2021-04-05,187,TBD,187,2021-04-05,TBD,19.5,0.5,30,8360,  41.87,-115.25,Pole Creek R.S.,SNTL:698
148.24,180.83,746,2021-04-01,2021,183,8,2021,8,4,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,8,0.36666666666666664,30,7350,  41.74,-115.47,Seventysix Creek,SNTL:746
86.75,163.12,750,2021-04-01,2021,183,0,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9047619047619048,21,5865,  41.90,-119.44,Sheldon,SNTL:750
137.08,189.86,811,2021-04-01,2021,183,0,2021,3.4,1.7,2021-03-15,166,2021-03-15,170,2021-03-19,2021-03-19,0,0.4666666666666667,30,6325,  41.23,-116.03,Taylor Canyon,SNTL:811
144.98,238.39,849,2021-04-01,2021,183,7.1,2021,7.6,3.8,2021-03-28,179,2021-03-28,187,2021-04-05,TBD,7.1,0.06666666666666667,30,9163,  39.13,-114.96,Ward Mountain,SNTL:849
238.96,83.18,1008,2021-04-01,2021,183,11.6,2021,11.6,5.8,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,11.6,NA,NA,7410,  46.91,-110.85,Onion Park,SNTL:1008
238.29,82.64,1009,2021-04-01,2021,183,10.7,2021,10.7,5.35,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,10.7,NA,NA,6550,  46.93,-110.90,Stringer Creek,SNTL:1009
245.81,115.11,1105,2021-04-01,2021,183,5.8,2021,5.8,2.9,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,5.8,NA,2,6335,  45.50,-110.08,East Boulder Mine,SNTL:1105
239.59,92.69,1106,2021-04-01,2021,183,18.2,2021,18.2,9.1,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,18.2,NA,2,7600,  46.48,-110.71,Elk Peak,SNTL:1106
191.92,51.46,1144,2021-04-01,2021,183,10,2021,10,5,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,10,NA,NA,5650,  47.98,-114.35,Blacktail Mtn,SNTL:1144
190.55,108.63,1286,2021-04-01,2021,183,29.6,2021,29.6,14.8,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,29.6,NA,NA,8620,  45.37,-113.72,Slagamelt Lakes,SNTL:1286
197.27,122.91,1287,2021-04-01,2021,183,9.9,2021,10,5,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,9.9,NA,NA,8800,  44.78,-113.12,JL Meadow,SNTL:1287
211.7,51.89,307,2021-04-01,2021,183,31.4,2021,32,16,2021-04-05,187,TBD,187,2021-04-05,TBD,31.4,0.6,30,6900,  48.13,-113.02,Badger Pass,SNTL:307
178.66,35.84,311,2021-04-01,2021,183,13.8,2021,13.8,6.9,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,13.8,0.26666666666666666,30,5600,  48.57,-115.45,Banfield Mountain,SNTL:311
202.26,94.71,313,2021-04-01,2021,183,12.8,2021,12.8,6.4,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,12.8,0.4,30,8250,  46.10,-113.13,Barker Lakes,SNTL:313
210.21,102.74,315,2021-04-01,2021,183,5.8,2021,5.8,2.9,2021-04-05,187,TBD,187,2021-04-05,TBD,5.8,0.06666666666666667,30,7180,  45.80,-112.52,Basin Creek,SNTL:315
198.2,129.92,318,2021-04-01,2021,183,6.6,2021,6.6,3.3,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,6.6,0.1,30,8850,  44.47,-112.98,Beagle Springs,SNTL:318
224.61,123.88,328,2021-04-01,2021,183,12.9,2021,12.9,6.45,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,12.9,0.16666666666666666,30,7850,  44.95,-111.36,Beaver Creek,SNTL:328
195.75,58.78,346,2021-04-01,2021,183,8.3,2021,8.5,4.25,2021-03-26,177,2021-03-26,187,2021-04-05,TBD,8.3,NA,19,4920,  47.68,-114.00,Bisson Creek,SNTL:346
199.02,87.3,349,2021-04-01,2021,183,11.8,2021,11.8,5.9,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,11.8,0.7333333333333333,30,7210,  46.41,-113.43,Black Pine,SNTL:349
193.06,113.52,355,2021-04-01,2021,183,10.3,2021,10.5,5.25,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,10.3,0.5,30,7600,  45.17,-113.50,Bloody Dick,SNTL:355
231.26,89.61,360,2021-04-01,2021,183,19.1,2021,19.1,9.55,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,19.1,0.5,30,7950,  46.56,-111.29,Boulder Mountain,SNTL:360
242.51,119.66,363,2021-04-01,2021,183,9.3,2021,9.3,4.65,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,9.3,0.5666666666666667,30,6670,  45.27,-110.25,Box Canyon,SNTL:363
234.17,104.76,365,2021-04-01,2021,183,20.3,2021,20.3,10.15,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,20.3,NA,16,7320,  45.89,-110.94,Brackett Creek,SNTL:365
198.42,98.85,381,2021-04-01,2021,183,6.9,2021,7.9,3.95,2021-03-14,165,2021-03-14,187,2021-04-05,TBD,6.9,0.5,30,6430,  45.88,-113.33,Calvert Creek,SNTL:381
225.7,123.84,385,2021-04-01,2021,183,22.2,2021,22.4,11.2,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,22.2,0.3,30,9000,  44.96,-111.29,Carrot Basin,SNTL:385
217.42,121.15,403,2021-04-01,2021,183,13.7,2021,13.7,6.85,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,13.7,0.2,30,8600,  45.02,-111.85,Clover Meadow,SNTL:403
255.89,123.37,407,2021-04-01,2021,183,13.3,2021,13.3,6.65,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,13.3,0.4666666666666667,30,7850,  45.19,-109.35,Cole Creek,SNTL:407
199.85,86.13,410,2021-04-01,2021,183,5.7,2021,5.8,2.9,2021-03-28,179,2021-03-28,187,2021-04-05,TBD,5.7,0.8666666666666667,30,5600,  46.47,-113.39,Combination,SNTL:410
213.75,75.68,413,2021-04-01,2021,183,6.4,2021,7.6,3.8,2021-03-14,165,2021-03-14,187,2021-04-05,TBD,6.4,0.2,30,5200,  47.06,-112.60,Copper Bottom,SNTL:413
211.92,74.92,414,2021-04-01,2021,183,27,2021,27.1,13.55,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,27,0.43333333333333335,30,6950,  47.08,-112.73,Copper Camp,SNTL:414
258.37,88.72,427,2021-04-01,2021,183,11.5,2021,11.6,5.8,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,11.5,0.36666666666666664,30,6050,  46.79,-109.51,Crystal Lake,SNTL:427
191.88,91.02,433,2021-04-01,2021,183,9,2021,9.4,4.7,2021-03-13,164,2021-03-13,187,2021-04-05,TBD,9,0.4,30,5780,  46.18,-113.85,Daly Creek,SNTL:433
191.86,113.3,436,2021-04-01,2021,183,27.2,2021,27.3,13.65,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,27.2,0.5333333333333333,30,8945,  45.17,-113.58,Darkhorse Lake,SNTL:436
241.07,86.13,437,2021-04-01,2021,183,9.6,2021,9.6,4.8,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,9.6,0.5,30,6450,  46.79,-110.68,Deadman Creek,SNTL:437
213.4,125.53,448,2021-04-01,2021,183,6.8,2021,6.9,3.45,2021-04-03,185,2021-04-03,187,2021-04-05,TBD,6.8,0,30,7800,  44.79,-112.06,Divide,SNTL:448
215.18,54.05,458,2021-04-01,2021,183,5.6,2021,5.6,2.8,2021-04-05,187,TBD,187,2021-04-05,TBD,5.6,0.25925925925925924,27,5750,  48.06,-112.76,Dupuyer Creek,SNTL:458
199.65,43.09,469,2021-04-01,2021,183,12.7,2021,13.3,6.65,2021-03-13,164,2021-03-13,187,2021-04-05,TBD,12.7,0.4,30,4350,  48.43,-113.94,Emery Creek,SNTL:469
246.53,124.87,480,2021-04-01,2021,183,29.4,2021,29.5,14.75,2021-03-29,180,2021-03-29,187,2021-04-05,TBD,29.4,0.43333333333333335,30,9100,  45.06,-109.94,Fisher Creek,SNTL:480
202.28,35.51,482,2021-04-01,2021,183,44.2,2021,44.4,22.2,2021-04-05,187,TBD,187,2021-04-05,TBD,44.2,0.6333333333333333,30,6300,  48.80,-113.86,Flattop Mtn.,SNTL:482
217.49,89.94,487,2021-04-01,2021,183,7.2,2021,7.4,3.7,2021-03-17,168,2021-03-17,187,2021-04-05,TBD,7.2,0.4666666666666667,30,6480,  46.44,-112.19,Frohner Meadow,SNTL:487
189.79,30.67,500,2021-04-01,2021,183,11.7,2021,11.9,5.95,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,11.7,0.3,30,4300,  48.91,-114.77,Grave Creek,SNTL:500
186.26,43.1,510,2021-04-01,2021,183,10.1,2021,10.1,5.05,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,10.1,0.43333333333333335,30,5035,  48.31,-114.84,Hand Creek,SNTL:510
173.33,25.95,516,2021-04-01,2021,183,20.7,2021,21.6,10.8,2021-04-05,187,TBD,187,2021-04-05,TBD,20.7,0.3,30,6450,  48.97,-115.95,Hawkins Lake,SNTL:516
177.84,70.63,530,2021-04-01,2021,183,34.2,2021,34.6,17.3,2021-04-05,187,TBD,187,2021-04-05,TBD,34.2,0.3,30,6050,  46.98,-115.03,Hoodoo Basin,SNTL:530
197.94,64.68,562,2021-04-01,2021,183,12.2,2021,12.2,6.1,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,12.2,0.5333333333333333,30,4750,  47.43,-113.78,Kraft Creek,SNTL:562
216.33,130.44,568,2021-04-01,2021,183,7.5,2021,7.6,3.8,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,7.5,0.2,30,7400,  44.59,-111.82,Lakeview Ridge,SNTL:568
232.4,113.04,578,2021-04-01,2021,183,10.5,2021,10.5,5.25,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,10.5,0.4666666666666667,30,6860,  45.50,-110.97,Lick Creek,SNTL:578
224.67,116.85,590,2021-04-01,2021,183,17.4,2021,17.4,8.7,2021-04-02,184,2021-04-02,187,2021-04-05,TBD,17.4,NA,19,8880,  45.27,-111.43,Lone Mountain,SNTL:590
218.14,110.48,603,2021-04-01,2021,183,14.5,2021,14.5,7.25,2021-04-01,183,2021-04-01,187,2021-04-05,TBD,14.5,0.23333333333333334,30,7900,  45.51,-111.92,Lower Twin,SNTL:603
202.49,77.6,604,2021-04-01,2021,183,3.9,2021,6.1,3.05,2021-03-10,161,2021-03-10,185,2021-04-03,2021-04-03,3.9,0.7,30,4680,  46.88,-113.32,Lubrecht Flume,SNTL:604
227.01,132.19,609,2021-04-01,2021,183,19.1,2021,19.8,9.9,2021-04-05,187,TBD,187,2021-04-05,TBD,19.1,0.26666666666666666,30,7750,  44.59,-111.12,Madison Plateau,SNTL:609
204.99,36.02,613,2021-04-01,2021,183,10.9,2021,11,5.5,2021-03-31,182,2021-03-31,187,2021-04-05,TBD,10.9,0.36666666666666664,30,4900,  48.80,-113.67,Many Glacier,SNTL:613
